Dialogue,True_Symptom,Extracted_Symptom
"""Oh, my pitiful, insipid shoes, how you suffer from a case of 'Breast swelling and tenderness', a most trivial affliction, really, with nary a care nor concern, just a gentle swelling and tenderness, nothing to write home about, a mere trifle, a 'Severity' of None, how quaint, how utterly...irrelevant. And, alack, my poor, beleaguered mind, how you are beset by a 'Memory' that interferes with daily activites, somewhat, I dare say, a moderate 'Severity', how...amusing. My shoes, they ache with breast swelling and tenderness, and my mind, it is a muddled mess, a jumbled chaos of forgotten thoughts and half-remembered dreams, how...droll.""","['Breast swelling and tenderness', 'Memory']","Breast swelling and tenderness, Memory"
"""I experiance a mild Taste Changes which comprizes of a slight alteration in the flavoure of food, a mild bitter or sour taste, a reduction in the appitite, an aversion to certian food types, a mild metallic taste, a slight change in the smell of food, a mild increase in salivary flow.""",['Taste Changes'],Taste Changes
"""My apetite is completly shot, I cant even think about food and I'm geting realy annoyed with this ringing in my ears that dosent even hurt!""","['Decreased appetite', 'Ringing in ears']","Decreased appetite, Ringing in ears"
"""I'm having some issues with, uh, you know, stuff downstairs, but I'm not really comfortable talking about it, and, honestly, I've been noticing these weird little floaty things in my vision, but I'm not sure if it's even relevant.""","['Achieve and maintain erection', 'Visual floaters']","Coughing, Shortness of breath, Visual floaters"
"""My poor shoes, beset on both sides by the whims of my bladder's insistent drumbeat, as if the very threads that weave our soles together were being rent asunder by the fiery pangs of a severe and unyielding ache.""","['Urinary urgency', 'Painful urination']",
"""My shoes are currently experiencing quite a bit of hindrance in their daily activities due to occasional, yet intense muscle strain, which they're not willing to discuss in further detail, and they're also dealing with nearly constant accidents, to the point where they're having a very significant impact on their overall performance.""","['Muscle pain', 'Urinary incontinence']","Cracking at the corners of the mouth (cheilosis/cheilitis), Difficulty Swallowing"
"""I got this damnd thing thats makin me go nuts, my privates aint doin their thang like they sposed to, its like theyr stuck in neutral or somethin, and on top of that i got these hearth palpitations, but dont get me wrong, they dont happen often, like never, but when they do, its like my heart is tryin to get outta my chest, so yeah, thats whats goin on with me.""","['Delayed orgasm', 'Heart palpitations']","Decreased libido, Achieve and maintain erection"
"""Alas, my shoes seem to be afflicted with an insidious malady, wherein the constant call of nature's summons, a most inopportune and frequent urgence, disrupts the gentle stroll of daily life, a quite considerable hindrance, I dare confess, and as for the visual realm, a faint yet persistent murmur, a whispered warning of drifting motes, a gentle reminder of life's ephemeral nature, does beset my gaze, a soft yet insistent presence, a gentle companion, indeed.""","['Urinary frequency', 'Visual floaters']",
"""Moderate nosebleeds, occasional bloody noses, and a general lack of interest in sweating, which is probably just fine, but I'd rather not say if I'm sweating or not, anyway.""","['Nosebleed', 'Decreased sweating']",Nosebleed
"""As I wander through life, my soul is beset by the cruel whims of fate, my skin scorched by the radiant beams of sunlight, my ardor extinguished by the severe drought of desire, my cranium throbbing with a headache that whispers secrets in my ear, and my bladder, a restless drumbeat, urging me to seek relief with an insistent frequency that disrupts the gentle rhythms of my daily existence.""","['Sensitivity to sunlight', 'Decreased libido', 'Headache', 'Urinary frequency']",Headache
"""It appears that my condition is characterised by an excessive and considerable degree of hair loss, with a notable reduction in the quantity of hair on my scalp, which has resulted in a significant alteration to my overall appearance.""",['Hair loss'],Hair loss
"""I'm freaking out, I've got this crazy condition where I'm gettin almost constantly nosebleeds, like my nose is bleedin all the time, and it's only mild, but still super annoyin, and on top of that my skin is super dry, like its all flaky and stuff, and its gettin worse, its severe, I dont no what's goin on with my body!!""","['Nosebleed', 'Skin dryness']","Nosebleed, Dry skin"
"""Discomfort during Intercourse, Cracked Lips, Excessive Perspiration.""","['Pain with sexual intercourse', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Body odor']","Discomfort during Intercourse, Cracked Lips, Excessive Perspiration"
"""My shoes seem to be losin' their sole companionship, as I'm coughin' up a storm, disruptin' my daily stride, whilst my toenails, once a proud and sturdy crew, now seem to be vanishin' like whispers in the wind, leavin' me with a sense of melancholy and a faintly gnawin' concern.""","['Coughing', 'Nail loss']","Coughing, Toenail loss"
"""My shoes r actin like they got anxiety or somethin, cant even walk w/o gettin all messed up in my head, i mean i cant concentrat on where im goin, its like they r sayin 'hey dude, u gotta chill, we cant even walk w/o u freakin out'"".","['Anxious', 'Concentration']","Cracking at the corners of the mouth (cheilosis/cheilitis), Difficulty Swallowing"
"""As I struggle to grasp the threads of my sanity, my mind is beset by an unrelenting foe, a darkness that severs the tender shoots of concentration, leaving me a shattered vessel, unable to navigate the labyrinth of daily activities, while my body screams in protest, a chorus of anguish that wracks my frame with muscle pain, a torment that ravages me with merciless frequency, leaving me to tremble in its shadow.""","['Concentration', 'Muscle pain']",
"""I've been having some issues with my digestive system, where I'm going to the bathroom a lot, but sometimes I have trouble passing stool, I've also been experiencing some discomfort and pain, and I've noticed some sores on my body that I'm not really comfortable talking about, and to top it all off, I've been having severe heartburn pretty often.""","['Diarrhea', 'Constipation', 'Bed/pressure sores', 'Heartburn']","Coughing, Shortness of breath, Wheezing, Heartburn"
"""An insidious torment, this itching, a fiery scourge that gnaws at my very essence, its ferocity a merciless assault, leaving me to tremble in its wake.""",['Itching'],Itching
"""Look at me, I'm a bloody mess, got Severe Acne all over my face, with Giant Red Bumps, Pus-filled Pimples, Scarring, Swollen Skin, Inflammation, Painful to Touch, Itchy and Irritating, Skin Peeling and Crusting, and now I'm also Breaking Out in Hives, everywhere, but I'm not telling you where, you numpty, just deal with it.""","['Acne', 'Hives']","Acne, Hives"
"""Got a real mess goin on here, doc, with my gyno probs: Irregular periods/vaginal bleeding = Nothin but a bloody mess, with clots, cramps, and heavy flow; Urinary frequency = Can't even make it to the bathroom w/o losin my cool, somethin's always drippin, and I'm always runnin to the loo, like 5 times a day, and it's gettin old.""","['Irregular periods/vaginal bleeding', 'Urinary frequency']","Irregular periods/vaginal bleeding, Urinary frequency"
"""Me feet stink somethin awful, an' me injection site's all puffed up an' hurts like the devil hisself.""","['Pain and swelling at injection site', 'Body odor']","Coughing, Breathlessness, Pain, Swelling, Infection"
"""I'm experiencing severe disruptions in my daily routine due to a very severe decrease in my appetite, which is causing me significant distress, and I'm also noticing a mild breakout of acne on my skin, but to be honest, the thought of it getting worse is really unsettling me.""","['Decreased appetite', 'Acne']","Acne, Decreased appetite"
"""I am presently experiencing a rather distressing concatenation of symptoms, including a moderate to severe acne outbreak, which, I'm afraid, I would rather not disclose the specifics of, in addition to a considerable interference with my daily activities due to mouth/throat sores, which, fortunately, do not appear to be particularly severe, and a somewhat distressing condition affecting my ejaculation, which occurs almost constantly, to my chagrin.""","['Acne', 'Mouth/throat sores', 'Ejaculation']",Acne
"""I'm freaking out, I've got moderate vaginal dryness going on and my nails are actually looking pretty normal, no discoloration at all.""","['Vaginal dryness', 'Nail discoloration']",Vaginal dryness
"""I am experiencing moderate swelling in my limbs, which significantly hinders my daily routine, though it is not a persistent issue, and I am moderately concerned about its potential implications.""",['Swelling (arms or legs)'],Swelling (arms or legs)
"""I'm experiencing severe cracking at the corners of my mouth, and there are painful sores in my mouth and throat that are somewhat interfering with my daily activities, making me extremely worried about what could be causing these symptoms.""","['Mouth/throat sores', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']","Cracking at the corners of the mouth, Mouth/throat sores"
"""I am experiening extreem dificulties with my ocular condishun, especaily with watery eyes, which interfear with my daily activites quite a bit, to the point of being very severe, and I also have a condishun that interfers with my sexual funcshun, especaily achiving and maintaning an erection, which is also very severe, I am utterly confuzed as to how these two condishuns are relaeted, if at all.""","['Watery eyes', 'Achieve and maintain erection']","Watery eyes, Erection"
"""My toes seem to be afflicted with a most perplexing malady, wherein the corners of my mouth crackle with a severity that's quite severe, like the dry earth beneath my feet, my mind, a muddled vessel, is beset by memories that refuse to stay put, like a flock of birds that won't take flight, and my urinary urges, though rare, do make me feel like I'm forever on the move, like a restless leaf on an autumn breeze, and as for the flashing lights, I'd rather not speak of them, lest I conjure up a storm in my poor, bewildered brain.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Memory', 'Flashing lights', 'Urinary frequency']","Cracking at the corners of the mouth, Memory"
"""I'm experiencing occasional, mild hot flashes, painful urination, and mild headaches, along with some dizziness that's slightly impacting my daily life.""","['Hot flashes', 'Painful urination', 'Headache', 'Dizziness']","hot flashes, painful urination"
"""I've been experiening severe hiccups thats come on out of no where and havnt stoped, its like my insides are convulsing or somthing, I'm getting a littel worried its a sign of somthing serius.""",['Hiccups'],Hiccups
"""I'm experiencing a moderate radiation skin reaction, with redness and discomfort spreading across my skin, it's a bit of an unsettling feeling, to be honest.""",['Radiation skin reaction'],"Acne, Hair loss"
"""Episodic Severe Heartburn Characterized by Rare but Intense Discomfort, Sharp Stinging Pain in the Upper Abdomen, Difficulty Swallowing, Regurgitation of Food, Bitter or Sour Taste in the Mouth, Feeling of Fullness or Satiation, Mild Chest Discomfort, Difficulty Breathing, Coughing, and Awakening at Night with Severe Discomfort.""",['Heartburn'],"Heartburn, Sharp Stinging Pain in the Upper Abdomen, Difficulty Swallowing, Regurgitation of Food"
"""My poor shoes, beset on every side by cruel fate, their tender soles aflame with fiery redness, as if the very essence of a thousand burning suns had descended upon them, while their once supple leather now cracks and peels, like the fragile petals of a withered rose, and all the while, their laces, like the very breath of life, constricted by the weight of my own tortured lungs, which gasp and strain, as if the very heavens themselves were being squeezed dry, leaving naught but a faint whisper of what once was, a mere echo of a life un-lived, a shoe, once so full of promise, now reduced to a mere shell, a hollow husk, a pitiful thing, a shoe, beset on all sides by suffering, my poor, poor shoe.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Shortness of breath']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""Got a bit of a weird one goin' on, doc, my urine's lookin' normal, but I'm coughin' so bad it's interferin' with my daily activities somethin' fierce, but it's not too severe.""","['Change in usual urine color', 'Coughing']",Coughing
"""i'm fukin losin my hair like crazy, got bald spots all ovir my hed, my nailz r turnin all brittle and discolored like they got a fukin fungal infektion or somethin, and dont even get me starTed on the fucin incontinence, i cant go a day with out havin a fukin accedent, its like my bowels r tryin to tak ovir, i hav to chang my undies like 5 times a day, its gettin embarrasing, quite a bit of hair is gone, almost constantly i'm losin my grip on my life cuz of this fucin sh*t.""","['Hair loss', 'Nail discoloration', 'Fecal incontinence']","Cracking at the corners of the mouth (cheilosis/cheilitis), Mouth/throat sores, Dry Mouth"
"""I am presently experiencing an intermittent and relatively infrequent episode of diarrhoea, wherein I may encounter a sudden and unexpected urge to relieve myself of a loose stool on a sporadic basis, but fortunately, it does not significantly impact my daily routine, whereas, conversely, my concentration has been somewhat impaired, as I find myself frequently preoccupied with thoughts of the aforementioned gastrointestinal discomfort, which in turn very much interferes with my ability to focus and engage in daily activities, albeit with a mild level of severity.""","['Diarrhea', 'Concentration']",Diarrhea
"""Skin dryness: Mild dryness, Diarrhea: None disclosed.""","['Skin dryness', 'Diarrhea']","Skin dryness, Diarrhea"
"""Sometimes I get these weird nosebleeds, they're pretty rare, but when they happen, I've got bloody noses, nose dryness, nose irritation, nose swelling, nose redness, nose crustiness, nose scabbing, nose discharge, nose congestion, and sometimes it's hard for me to breathe through my nose.""",['Nosebleed'],"Nose crustiness, Nose dryness, Nose irritation, Nose redness, Nose scabbing"
"""I'm experiencing severe wheezing, and I've noticed some mouth and throat sores that aren't causing too much trouble with my daily activities, but I'm getting a bit worried about the wheezing.""","['Wheezing', 'Mouth/throat sores']","Wheezing, Mouth/throat sores"
"""I've been experinencing alot of urinary frequence, it's very much interfearing with my daily actvities, especaily when I have to go to the bathroom alot, it's reeeeally annoyin.""",['Urinary frequency'],Urinary frequency
"""Woe is me, a vessel fit for the depths of despair, my stomach churns with a mild tumult, a rebellious uprising that refuses to be tamed, while my loins, a battleground of sorts, remain blissfully untroubled, a tranquil oasis in this tempest of woe.""","['Vomiting', 'Pain with sexual intercourse']","Decreased appetite, Nausea"
"""Looks like I've got a real prize of a sickness, doc - moderate difficulty swallowin' my food like a bloated pig, fatigue so bad I'm stuck in bed like a lazy slug, and if you must know, my sex life is goin' down the drain like a clogged toilet, so just deal with it.""","['Difficulty Swallowing', 'Fatigue', 'Delayed orgasm']","Difficulty Swallowing, Fatigue, Dyspareunia"
"""I've been experiancing some pretty scary symptons lately, especily fatigue thats been interfearing with my daily activites somwhat and dry mouth thats been actuallly pretty mild, but its stil got me worried sick.""","['Fatigue', 'Dry Mouth']",Fatigue
"""Interference with daily activities is considerable, and the severity is extreme.""",['Sad'],
"""Can't sleep, too busy being dizzy and having a throat that sounds like a rusty gate, and don't even get me started on my bloody lips that crack like the earth opening up.""","['Insomnia', 'Dizziness', 'Hoarseness', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']","Cracking at the corners of the mouth (cheilosis/cheilitis), Hoarseness"
"""My shoes, worn by the relentless tide of vomiting, now stumble through existence, their laces frayed by the weight of almost constant, severe retching; their soles, once strong, now weary from somewhat impaired daily journeys, their true severity hidden behind a veil of reluctant disclosure; and though their straps may be lightly burdened by the occasional, moderate sorrow, they still manage to carry the weight of a life, where the frequency of such melancholy is as rare as the dust that settles upon their forgotten corners.""","['Vomiting', 'Fatigue', 'Sad']",
"""I'm dyin' here, doc, I got a severe case of my taste buds goin' haywire, my vajayjay's drier than the Sahara desert, I can't concentrate no more, I'm forgettin' what I had for breakfast, and don't even get me started on my mouth, it's drier than the Gobi desert, I swear I'm dyin' from dehydration or somethin'!""","['Taste Changes', 'Vaginal dryness', 'Concentration', 'Dry Mouth']","Taste Changes, Vaginal Dryness, Concentration, Memory, Dry Mouth"
"""Stretch marks: Skin Discoloration, Skin Tears, Skin Stretching, Skin Sagging, Stretching Skin, Sagging Skin, Skin Discomfort, Skin Itchiness, Skin Redness, Skin Dryness, Skin Tightness, Skin Loss of Elasticity, Decreased libido: Low Sex Drive, Lack of Intimacy, Reduced Libido, Decreased Sex Frequency, Decreased Sexual Arousal, Decreased Sexual Satisfaction, Decreased Sexual Desire, Decreased Sexual Performance, Decreased Sexual Interest, Decreased Sexual Pleasure, Decreased Sex Hormones, Decreased Testosterone.""","['Stretch marks', 'Decreased libido']","Skin Discoloration, Skin Tears, Skin Stretching, Skin Sagging, Stretching Skin, Sagging Skin"
"""i've got this crappy prob w/ my butt, it dont wanna behave, somtimes i gotta run to the bathroom but its not that frekvent, but swallowin is fine, no big deal""","['Fecal incontinence', 'Difficulty Swallowing']",
"""Normal Bowel Movements, Mild Abdominal Discomfort, No Change in Appetite, No Weight Loss, No Bloating, No Nausea, No Vomiting.""",['Constipation'],"Abdominal pain, Bloating"
"""Oh dear heavens, my shoes are afflicted with severe memory interference that's got 'em stuck in the mud, they're missin' their expected periods of rest, and occasionally they're plagued by loose, watery thoughts that are slippin' all over the place.""","['Memory', 'Missed expected menstrual period', 'Diarrhea']","Cracking at the corners of the mouth (cheilosis/cheilitis), Mood changes"
"""My joints ache pretty bad only once in a while, makes it hard to do stuff, its extremly painful.""",['Joint pain'],Joint pain
"""Hey doc, I'm having some issues - I'm ejaculating pretty often, which is kinda weird, and it's also giving me these super bad headaches that really interfere with my daily life, but they don't happen too frequently, and when they do, they're really severe, and to top it off, I'm also having trouble getting to the point where I can have an orgasm.""","['Ejaculation', 'Headache', 'Unable to have orgasm']","Ejaculation, Headache"
"""I'm experiencing mild chills, but they're not really a thing for me, I guess, since it's never happened before.""",['Chills'],
"""A fluttering within my chest, a moderate tremble that besets me, yet never does it cease, a gentle yet insistent reminder of my heartbeat's wild dance; a mysterious silence, a stillness that shrouds the passage of time, a gentle whisper that hints at the absence of my monthly visitor, a quiet confidence that all is well, despite the subtle stirrings within.""","['Heart palpitations', 'Missed expected menstrual period']",
"""I seem to be experiening a mild itchy sensation, altho I'm not quite sure if it's relivent to my current condishun, and I've noticed a slight delay in, ahem,'reaching climax', tho I'm not entirely shure if that's relevent to my current predicament either.""","['Itching', 'Delayed orgasm']",Itching
"""I've got a bloody headache that's a 10/10, my wife's got severe vaginal dryness, and I'm losing more hair than I'm getting on me head.""","['Headache', 'Vaginal dryness', 'Hair loss']",Headache
"""As I trudge through this wretched existence, my once fiery passion now lies dormant, a smoldering ember reduced to a mere whisper, a severe diminishment of my libido's former fervor, a condition so grievous it has left me a hollow shell of my former self, a mere specter of desire, a soul reduced to a mere whisper of what once was, while my mouth and throat, those instruments of expression, suffer a mild affliction, a trifling annoyance, a mere flicker of discomfort that dances upon my tongue, a gentle irritant that nips at my lips, a minor perturbation that barely registers, a tiny tremor that barely disrupts my daily routine, a mild soreness that merely scratches at the surface of my being, a trifling torment that barely troubles my thoughts.""","['Decreased libido', 'Mouth/throat sores']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""My lovely lady's lower regions have been experiensing a most unsettelng irregularity, a whimsical dance of crimson hues, like the first blush of dawn on a spring morn, with periods that have grown as unpredictable as a poet's muse, refusing to be bound by the conventional rhythms of time, and bleeding, oh so gently, like the first tears of a lover's sorrow, a delicate yet unrelenting trickle that has left me, a humble suitor, perplexed and concerned.""",['Irregular periods/vaginal bleeding'],Decreased sweating
"""My poor shoe, worn down by the weight of woes, beset by Moderate Headaches that rarely intrude, yet still manage to impede my daily stride, while my Wheezing, a gentle whisper, is none at all, a silence that belies my inner turmoil, my irregular periods/vaginal bleeding, a mystery that lies beyond my grasp, and my Fatigue, a weary heaviness that settles quite a bit, a Moderate weight that threatens to drag me down, with each step, a struggle to keep pace.""","['Headache', 'Wheezing', 'Irregular periods/vaginal bleeding', 'Fatigue']","Moderate Headaches, irregular periods/vaginal bleeding, Fatigue"
"""Me shoes ar goin thru hell, with a pesky 'interference' (that's what they call it, but I call it a naggin' pain) in my daily activites, always urg'n me to pee, like a frequintly ringin' alarm clock, and my poor little erection, it's like a mild spark in the dark, a feeble attempt at romance, but what's the point, when I'm stuck with this pesky 'interference'?""","['Urinary urgency', 'Achieve and maintain erection']",
"""My shoes are suffocating me, with breaths as short as my patience, and a voice that's changed into a bitter screech, a raspy, uncooperative thing that refuses to give me a straight answer, like a deceitful, unfeeling, cruel companion that's always Preferin not to answer, and now I'm stuck with these daily activites that are interferin with my every move!""","['Shortness of breath', 'Voice quality changes']",
"""I'm experiencing a moderate headache that interferes with my daily activities a little bit, and I'm also having moderate vomiting occasionally, I'm not sure what's going on.""","['Headache', 'Vomiting']",
"""I am extremly concernd to report that I am experiancing a most distressing conditon, charaterized by the unprecidented apparance of a rash, which I beleev is absolutly not applikable to my current state, and simultaniously, I am suffring from breast swelling and tenderness, the severity of which I must stress is absolutly none, yet the discomfort is most unbecoming and most unfortunatly, I am at a loss to explane the cause of this most uncomforable and vexing conditon.""","['Rash', 'Breast swelling and tenderness']","Rash, Breast swelling and tenderness"
"""My shoes seem to be experiencing a rather unique set of symptoms, with moderate episodes of spontaneous projectile vomiting, which, I might add, is quite inconvenient given their delicate interior, and a rather alarming rate of hair loss, to the tune of quite a bit, which is simply shedding all over the place, much like my patience with this medical form.""","['Vomiting', 'Hair loss']","Spontaneous projectile vomiting, Hair loss"
"""I am currently experiencing very severe constipation and a noticeable change in the colour of my urine, which is now present.""","['Constipation', 'Change in usual urine color']","Constipation, Change in usual urine color"
"""I am experiencing intermittent hives, with rare but very severe heart palpitations, and there is no swelling at the injection site, although I am currently not experiencing any pain in this area.""","['Hives', 'Heart palpitations', 'Pain and swelling at injection site']","Hives, Heart palpitations"
"""I've been experinincing some pretty weird sympotms lately, especailly with my bowel movements, I dont know if its relevent but I've been havin a lot of dificulty with, um, movin my bowels, the doctor asked how severe it is but I dont think thats a thing, anyway, movin on, I've also been havin a lot of trouble with bein in the sun, like, I know its summer and all, but I get these really bad headaches and my skin feels all burned even when I'm just outsid for a little bit, I'm pretty sure thats just normal, but the doctor wants me to know if I'm sensetive to sunlight and I think the answeer is yes, yeah, thats it.""","['Constipation', 'Sensitivity to sunlight']",
"""I'm experiencing some unusual symptoms, including hoarseness, missed period, and intermittent ear ringing.""","['Hoarseness', 'Missed expected menstrual period', 'Ringing in ears']","Hoarseness, Missed period, Intermittent ear ringing"
"""Excessive Perspiration, Overwhelming Sense of Heat, Drenched Clothing, Unrelenting Moisture, Persistent Wetness, Uncomfortable Stickiness, Annoying Clamminess, Frustrating Sweat Marks.""",['Increased sweating'],"Excessive Perspiration, Overwhelming Sense of Heat, Drenched Clothing, Unrelenting Moisture"
"""My feet are literally falling apart with nail loss and my eyes are just dripping with watery eyes, it's not like I'm crying or anything, I'm just moderately annoyed.""","['Nail loss', 'Watery eyes']","Nail loss, Watery eyes"
"""Radiation skin reaction: Acheless, painless, and utterly useless skin irritation; 
Urinary incontinence: Bed confinement, social isolation, and an endless array of embarrassing accidents; 
Flashing lights: None, a blessing in disguise, a merciful absence of the maddening, disorienting spectacle.""","['Radiation skin reaction', 'Urinary incontinence', 'Flashing lights']","Radiation skin reaction, Urinary incontinence"
"""I'm freaking out, doc, I've got this super painful condition where I feel like I'm going to spontaneously combust the moment I step outside, my skin is like a delicate flower that can't handle even a hint of sunlight, and don't even get me started on my nails, they're all discolored and look like they've been through a war, I'm too scared to even look at them, let alone talk about it, so yeah, that's my lovely symptoms, just peachy.""","['Sensitivity to sunlight', 'Nail discoloration']","Skin darkening, Nail discoloration"
"""I be havin' some t'ing goin' on, doc, like I ain't gettin' my period like I'm s'posed to, and I be havin' a little trouble focusin', but I don't know, it's not like it's a big deal or nothin'.""","['Missed expected menstrual period', 'Concentration']",
"""My whole life's been messed up, can't even get it right in bed and my nails look all wrong too!""","['Unable to have orgasm', 'Nail discoloration']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""Ugh, my poor shoes are feeling pretty crummy, they've got moderate dizziness going on, like they're spinning out of control or something, and now they're super sensitive to sunlight, can't even step outside without getting scorched!""","['Dizziness', 'Sensitivity to sunlight']","Cracking at the corners of the mouth (cheilosis/cheilitis), Sensitivity to sunlight"
"""My shoes has hives and smells kinda bad, the hives is pretty bad but the stench is just mild.""","['Hives', 'Body odor']",Hives
"""My bloody skin's turned dark, I'm gettin' some mild pain when I'm tryin' to do the deed, and my memory's gettin' a little fuzzy, but not too bad, I s'pose.""","['Skin darkening', 'Pain with sexual intercourse', 'Memory']",
"""I'm experiencing Dry Skin, and a rather...unsettling issue with Ejaculation.""","['Skin dryness', 'Ejaculation']","Dry Skin, Ejaculation"
"""Uh, I'm thinkin' it's like my vagina is super dry, like, really bad, you know?""",['Vaginal dryness'],Vaginal dryness
"""I'm goin' through somethin' terrible, doc, my toenails be fallin' off left and right, and my skin be turnin' a deep, dark brown like I been marinated in some kinda wicked potion, it's like I'm slowly turnin' into a dark, crusty thing, I'm afraid I'm dyin' or somethin'!""","['Nail loss', 'Skin darkening']","Toenail loss, Darkening of skin"
"""As I wander through the labyrinth of my days, I find myself beset by the trifling but insistent demands of a bladder that whispers 'hurry, dear friend, for the call of nature beckons with increasing frequency, a rare and unwelcome guest that interrupts the gentle flow of my daily activities with its insistent knock, a reminder that my body's rhythms are out of harmony with my own.""","['Urinary frequency', 'Insomnia', 'Nail ridging']",
"""I am experiening considerable hair loss, which is somewhat distressing, but what's absolutly infuriating is the persistant coughing that's been plaguing me, it's completly unremarkable and not at all interfering with my daily activites, but I find it extremly annoyng nonetheless.""","['Hair loss', 'Coughing']","Coughing, Hair loss"
"""It appears my shoes are afflicted with a rather peculiar condition, manifesting as a delayed and arduous climax, a mild yet palpable decrease in one's enthusiasm for leisurely strolls, and an inexplicable yet distressing propensity for swelling and tenderness, particularly in the regions surrounding the shoelaces, which I dare not inquire about further.""","['Delayed orgasm', 'Decreased libido', 'Breast swelling and tenderness']",Delayed orgasm
"""In this sorry state, I find myself beset by: Skin Darkening (None), Cracked Lips (None), Distorted Taste (Moderate), Erections Fickle (Mild).""","['Skin darkening', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Taste Changes', 'Achieve and maintain erection']",
"""I am experiencing a distressing condition, characterised by the unfortunate presence of stretch marks, and a relatively mild instance of dry mouth, which I must confess is causing me considerable anxiety.""","['Stretch marks', 'Dry Mouth']","Stretch marks, Dry mouth"
"""Difficulty achieving sexual arousal, Intercourse feels uncomfortable, Lack of lubrication, Decreased libido, Reduced pleasure during intimacy, Feeling disconnected from one's partner, Difficulty experiencing orgasm, Intercourse feels mechanical, Reduced sensation in genital area, Lack of intimacy satisfaction, Feeling unfulfilled after intercourse.""","['Unable to have orgasm', 'Skin dryness']","Decreased libido, Intercourse feels uncomfortable, Lack of lubrication, Reduced pleasure during intimacy"
"""I experiance interfearence with my daily activites almost constintly due to this anxious feelin, it dosnt stop me completly but its like havin a mild naggin voice in the back of my mind all the time.""",['Anxious'],Anxious
"""Me shoes got a bad case a' the dreaded 'T's: me peepers be watery from all the cummin' out too often, me legs be weak from all the restin', me whole body be achin' somethin' fierce, and I got a nasty red rash all over me feet!""","['Ejaculation', 'Fatigue', 'General pain', 'Rash']","Cracking at the corners of the mouth (cheilosis/cheilitis), Mouth/throat sores"
"""Wretched sole, afflicted with ephemeral sparks, weary from trifling exertions, and a voice as faint as a whispered insult.""","['Flashing lights', 'Fatigue', 'Hoarseness']",
"""Severe muscle pain, dizziness when standin up, and NO ejaculation at all, wtf is goin on with my body!!""","['Muscle pain', 'Dizziness', 'Ejaculation']","Severe muscle pain, dizziness"
"""Looks like I'm a walking dumpster fire, with a mouth drier than the Sahara desert, a stench that could knock over a skyscraper, and enough energy to power a small hamster wheel.""","['Dry Mouth', 'Body odor', 'Fatigue']","Cracking at the corners of the mouth (cheilosis/cheilitis), Dry Mouth"
"""Oh man, I'm freaking out, I've got these huge, red, painful bumps all over my face, forehead, and chest, they're like super inflamed and sore to the touch, and I'm pretty sure I've got blackheads and whiteheads too, they're like, super visible, and I'm worried they're gonna leave scars, and I don't know if I should be worried about acne on my back too, it's all just so overwhelming and I'm terrified it's gonna get worse.""",['Acne'],Acne
"""As the infernal contraptions in my diaphragm seize to convulse, a spasmodic tremor besets me, occasionally, yet with a ferocity that strikes fear into my very soul, a very severe affliction that doth beset me with each tortured inhalation, a woeful hiccup that doth mock my fragile constitution.""",['Hiccups'],"Coughing, Shortness of breath, Hiccups"
"""Oh no, I'm so worried about my body, I've been feeling like I'm drying up from the inside out, my vaginal area is, um, really dry, I don't know how to explain it, it's just a total void, and to make matters worse, my skin is feeling super dry, like the Sahara desert, it's mild, I guess, but still really uncomfortable, I'm getting the chills just thinking about it.""","['Vaginal dryness', 'Skin dryness']","Dry Mouth, Vaginal Dryness"
"""Bed/pressure sores -> Painfull blisters and wounds on my bum and elbows, redness, swelling, open sores, discharge, delayed healing, loss of skin, exposed bone, numbness, tingling, and difficulty movin.""",['Bed/pressure sores'],Bed/pressure sores
"""My shoes is havin watery eyes, constipated, and cant sleep at nite, lol.""","['Watery eyes', 'Constipation', 'Insomnia']","Watery eyes, Constipation"
"""My beleagured body, a vessel of woe, doth suffer from a most grievous Diarrhea, a condition of never-ending flux, wherein my bowels, a tempest-tossed sea, do churn and churn, yet never, it seems, doth find the peace of regularity; and, alas, my vocal cords, a duo of tender reeds, do strain and strain, beset by a Very severe Hoarseness, a affliction that doth rend my voice, a once melodious brook, into a harsh, astringent rasp, that doth offend the ear and pierce the soul.""","['Diarrhea', 'Hoarseness']","Diarrhea, Hoarseness"
"""I am presently experiencing a distressing condition wherein I am wheezing with no discernible severity, although it is a most inconvenient symptom, and I have also sustained some bruising, which is quite vexing.""","['Wheezing', 'Bruising']","Wheezing, Bruising"
"""Ugh, I'm basically a shoe with the sole missing, because I'm all dried up from not sweating (yeah, I'm a total sweaty mess, not), I'm just a sad sole, feeling down but not too much (don't even get me started), and my laces are all messed up from this joint pain that's been killing me (like, literally, I'm dying in here).""","['Decreased sweating', 'Sad', 'Joint pain']",
