Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""My shoes, worn by the relentless tide of vomiting, now stumble through existence, their laces frayed by the weight of almost constant, severe retching; their soles, once strong, now weary from somewhat impaired daily journeys, their true severity hidden behind a veil of reluctant disclosure; and though their straps may be lightly burdened by the occasional, moderate sorrow, they still manage to carry the weight of a life, where the frequency of such melancholy is as rare as the dust that settles upon their forgotten corners.""","['Vomiting', 'Fatigue', 'Sad']","Vomiting (attributes: Frequency, Severity) , Fatigue (attributes: Interference (with daily activities), Severity) , Sad (attributes: Interference (with daily activities), Frequency, Severity)","Vomiting -> Frequency: Almost constantly, Severity: Severe ,  Fatigue -> Interference (with daily activities): Somewhat, Severity: Prefer not to answer ,  Sad -> Interference (with daily activities): A little bit, Frequency: Rarely, Severity: Moderate",Poetic/Literary Register,Neutral,4,False,False,False
"""I'm dyin' here, doc, I got a severe case of my taste buds goin' haywire, my vajayjay's drier than the Sahara desert, I can't concentrate no more, I'm forgettin' what I had for breakfast, and don't even get me started on my mouth, it's drier than the Gobi desert, I swear I'm dyin' from dehydration or somethin'!""","['Taste Changes', 'Vaginal dryness', 'Concentration', 'Dry Mouth']","Taste Changes (attributes: Severity) , Vaginal dryness (attributes: Severity) , Concentration (attributes: Interference (with daily activities), Severity) , Dry Mouth (attributes: Severity)","Taste Changes -> Severity: Severe ,  Vaginal dryness -> Severity: Severe ,  Concentration -> Interference (with daily activities): Somewhat, Severity: None ,  Dry Mouth -> Severity: Prefer not to answer",Vulgar Register,Fearful,3,False,False,False
"""Stretch marks: Skin Discoloration, Skin Tears, Skin Stretching, Skin Sagging, Stretching Skin, Sagging Skin, Skin Discomfort, Skin Itchiness, Skin Redness, Skin Dryness, Skin Tightness, Skin Loss of Elasticity, Decreased libido: Low Sex Drive, Lack of Intimacy, Reduced Libido, Decreased Sex Frequency, Decreased Sexual Arousal, Decreased Sexual Satisfaction, Decreased Sexual Desire, Decreased Sexual Performance, Decreased Sexual Interest, Decreased Sexual Pleasure, Decreased Sex Hormones, Decreased Testosterone.""","['Stretch marks', 'Decreased libido']","Stretch marks (attributes: Presence/Absence) , Decreased libido (attributes: Severity)","Stretch marks -> Presence/Absence: Yes ,  Decreased libido -> Severity: Moderate",Vulgar Register,Friendly,5,True,True,False
"""i've got this crappy prob w/ my butt, it dont wanna behave, somtimes i gotta run to the bathroom but its not that frekvent, but swallowin is fine, no big deal""","['Fecal incontinence', 'Difficulty Swallowing']","Fecal incontinence (attributes: Interference (with daily activities), Frequency) , Difficulty Swallowing (attributes: Severity)","Fecal incontinence -> Interference (with daily activities): Somewhat, Frequency: Never ,  Difficulty Swallowing -> Severity: None",Informal Register,Angry,2,False,False,True
"""Normal Bowel Movements, Mild Abdominal Discomfort, No Change in Appetite, No Weight Loss, No Bloating, No Nausea, No Vomiting.""",['Constipation'],Constipation (attributes: Severity),Constipation -> Severity: None,Formal Register,Angry,3,True,False,False
"""Oh dear heavens, my shoes are afflicted with severe memory interference that's got 'em stuck in the mud, they're missin' their expected periods of rest, and occasionally they're plagued by loose, watery thoughts that are slippin' all over the place.""","['Memory', 'Missed expected menstrual period', 'Diarrhea']","Memory (attributes: Interference (with daily activities), Severity) , Missed expected menstrual period (attributes: Presence/Absence) , Diarrhea (attributes: Frequency)","Memory -> Interference (with daily activities): Not at all, Severity: Severe ,  Missed expected menstrual period -> Presence/Absence: No ,  Diarrhea -> Frequency: Occasionally",Vulgar Register,Fearful,3,False,False,False
"""My joints ache pretty bad only once in a while, makes it hard to do stuff, its extremly painful.""",['Joint pain'],"Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Joint pain -> Interference (with daily activities): A little bit, Frequency: Rarely, Severity: Severe",Neutral/Standard Register,Friendly,1,False,False,True
"""Hey doc, I'm having some issues - I'm ejaculating pretty often, which is kinda weird, and it's also giving me these super bad headaches that really interfere with my daily life, but they don't happen too frequently, and when they do, they're really severe, and to top it off, I'm also having trouble getting to the point where I can have an orgasm.""","['Ejaculation', 'Headache', 'Unable to have orgasm']","Ejaculation (attributes: Frequency) , Headache (attributes: Interference (with daily activities), Frequency, Severity) , Unable to have orgasm (attributes: Presence/Absence)","Ejaculation -> Frequency: Occasionally ,  Headache -> Interference (with daily activities): Quite a bit, Frequency: Never, Severity: Severe ,  Unable to have orgasm -> Presence/Absence: No",Informal Register,Friendly,3,False,False,False
"""I'm experiencing mild chills, but they're not really a thing for me, I guess, since it's never happened before.""",['Chills'],"Chills (attributes: Frequency, Severity)","Chills -> Frequency: Never, Severity: Mild",Neutral/Standard Register,Confused,2,False,True,False
"""A fluttering within my chest, a moderate tremble that besets me, yet never does it cease, a gentle yet insistent reminder of my heartbeat's wild dance; a mysterious silence, a stillness that shrouds the passage of time, a gentle whisper that hints at the absence of my monthly visitor, a quiet confidence that all is well, despite the subtle stirrings within.""","['Heart palpitations', 'Missed expected menstrual period']","Heart palpitations (attributes: Frequency, Severity) , Missed expected menstrual period (attributes: Presence/Absence)","Heart palpitations -> Frequency: Never, Severity: Moderate ,  Missed expected menstrual period -> Presence/Absence: Not applicable",Poetic/Literary Register,Friendly,5,True,False,False
"""I seem to be experiening a mild itchy sensation, altho I'm not quite sure if it's relivent to my current condishun, and I've noticed a slight delay in, ahem,'reaching climax', tho I'm not entirely shure if that's relevent to my current predicament either.""","['Itching', 'Delayed orgasm']","Itching (attributes: Severity) , Delayed orgasm (attributes: Presence/Absence)","Itching -> Severity: None ,  Delayed orgasm -> Presence/Absence: Not applicable",Formal Register,Confused,2,False,False,True
"""I've got a bloody headache that's a 10/10, my wife's got severe vaginal dryness, and I'm losing more hair than I'm getting on me head.""","['Headache', 'Vaginal dryness', 'Hair loss']","Headache (attributes: Interference (with daily activities), Frequency, Severity) , Vaginal dryness (attributes: Severity) , Hair loss (attributes: Amount)","Headache -> Interference (with daily activities): Not at all, Frequency: Never, Severity: Severe ,  Vaginal dryness -> Severity: Severe ,  Hair loss -> Amount: Very much",Vulgar Register,Angry,1,False,False,False
"""As I trudge through this wretched existence, my once fiery passion now lies dormant, a smoldering ember reduced to a mere whisper, a severe diminishment of my libido's former fervor, a condition so grievous it has left me a hollow shell of my former self, a mere specter of desire, a soul reduced to a mere whisper of what once was, while my mouth and throat, those instruments of expression, suffer a mild affliction, a trifling annoyance, a mere flicker of discomfort that dances upon my tongue, a gentle irritant that nips at my lips, a minor perturbation that barely registers, a tiny tremor that barely disrupts my daily routine, a mild soreness that merely scratches at the surface of my being, a trifling torment that barely troubles my thoughts.""","['Decreased libido', 'Mouth/throat sores']","Decreased libido (attributes: Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity)","Decreased libido -> Severity: Severe ,  Mouth/throat sores -> Interference (with daily activities): Not at all, Severity: Mild",Poetic/Literary Register,Angry,5,False,False,False
"""My lovely lady's lower regions have been experiensing a most unsettelng irregularity, a whimsical dance of crimson hues, like the first blush of dawn on a spring morn, with periods that have grown as unpredictable as a poet's muse, refusing to be bound by the conventional rhythms of time, and bleeding, oh so gently, like the first tears of a lover's sorrow, a delicate yet unrelenting trickle that has left me, a humble suitor, perplexed and concerned.""",['Irregular periods/vaginal bleeding'],Irregular periods/vaginal bleeding (attributes: Presence/Absence),Irregular periods/vaginal bleeding -> Presence/Absence: Prefer not to answer,Poetic/Literary Register,Friendly,5,False,False,True
"""My poor shoe, worn down by the weight of woes, beset by Moderate Headaches that rarely intrude, yet still manage to impede my daily stride, while my Wheezing, a gentle whisper, is none at all, a silence that belies my inner turmoil, my irregular periods/vaginal bleeding, a mystery that lies beyond my grasp, and my Fatigue, a weary heaviness that settles quite a bit, a Moderate weight that threatens to drag me down, with each step, a struggle to keep pace.""","['Headache', 'Wheezing', 'Irregular periods/vaginal bleeding', 'Fatigue']","Headache (attributes: Interference (with daily activities), Frequency, Severity) , Wheezing (attributes: Severity) , Irregular periods/vaginal bleeding (attributes: Presence/Absence) , Fatigue (attributes: Interference (with daily activities), Severity)","Headache -> Interference (with daily activities): A little bit, Frequency: Rarely, Severity: Moderate ,  Wheezing -> Severity: None ,  Irregular periods/vaginal bleeding -> Presence/Absence: Not applicable ,  Fatigue -> Interference (with daily activities): Quite a bit, Severity: Moderate",Poetic/Literary Register,Friendly,5,True,False,False
"""Me shoes ar goin thru hell, with a pesky 'interference' (that's what they call it, but I call it a naggin' pain) in my daily activites, always urg'n me to pee, like a frequintly ringin' alarm clock, and my poor little erection, it's like a mild spark in the dark, a feeble attempt at romance, but what's the point, when I'm stuck with this pesky 'interference'?""","['Urinary urgency', 'Achieve and maintain erection']","Urinary urgency (attributes: Interference (with daily activities), Frequency) , Achieve and maintain erection (attributes: Severity)","Urinary urgency -> Interference (with daily activities): Very much, Frequency: Frequently ,  Achieve and maintain erection -> Severity: Mild",Poetic/Literary Register,Angry,1,False,False,True
"""My shoes are suffocating me, with breaths as short as my patience, and a voice that's changed into a bitter screech, a raspy, uncooperative thing that refuses to give me a straight answer, like a deceitful, unfeeling, cruel companion that's always Preferin not to answer, and now I'm stuck with these daily activites that are interferin with my every move!""","['Shortness of breath', 'Voice quality changes']","Shortness of breath (attributes: Interference (with daily activities), Severity) , Voice quality changes (attributes: Presence/Absence)","Shortness of breath -> Interference (with daily activities): Somewhat, Severity: Not applicable ,  Voice quality changes -> Presence/Absence: Prefer not to answer",Poetic/Literary Register,Angry,2,False,True,True
"""I'm experiencing a moderate headache that interferes with my daily activities a little bit, and I'm also having moderate vomiting occasionally, I'm not sure what's going on.""","['Headache', 'Vomiting']","Headache (attributes: Interference (with daily activities), Frequency, Severity) , Vomiting (attributes: Frequency, Severity)","Headache -> Interference (with daily activities): A little bit, Frequency: Never, Severity: Moderate ,  Vomiting -> Frequency: Occasionally, Severity: Moderate",Neutral/Standard Register,Confused,2,False,True,False
"""I am extremly concernd to report that I am experiancing a most distressing conditon, charaterized by the unprecidented apparance of a rash, which I beleev is absolutly not applikable to my current state, and simultaniously, I am suffring from breast swelling and tenderness, the severity of which I must stress is absolutly none, yet the discomfort is most unbecoming and most unfortunatly, I am at a loss to explane the cause of this most uncomforable and vexing conditon.""","['Rash', 'Breast swelling and tenderness']","Rash (attributes: Presence/Absence) , Breast swelling and tenderness (attributes: Severity)","Rash -> Presence/Absence: Not applicable ,  Breast swelling and tenderness -> Severity: None",Formal Register,Angry,5,False,True,True
"""My shoes seem to be experiencing a rather unique set of symptoms, with moderate episodes of spontaneous projectile vomiting, which, I might add, is quite inconvenient given their delicate interior, and a rather alarming rate of hair loss, to the tune of quite a bit, which is simply shedding all over the place, much like my patience with this medical form.""","['Vomiting', 'Hair loss']","Vomiting (attributes: Frequency, Severity) , Hair loss (attributes: Amount)","Vomiting -> Frequency: Never, Severity: Moderate ,  Hair loss -> Amount: Quite a bit",Neutral/Standard Register,Insulting,5,False,False,False
"""I am currently experiencing very severe constipation and a noticeable change in the colour of my urine, which is now present.""","['Constipation', 'Change in usual urine color']","Constipation (attributes: Severity) , Change in usual urine color (attributes: Presence/Absence)","Constipation -> Severity: Very severe ,  Change in usual urine color -> Presence/Absence: Yes",Formal Register,Neutral,1,False,False,False
"""I am experiencing intermittent hives, with rare but very severe heart palpitations, and there is no swelling at the injection site, although I am currently not experiencing any pain in this area.""","['Hives', 'Heart palpitations', 'Pain and swelling at injection site']","Hives (attributes: Presence/Absence) , Heart palpitations (attributes: Frequency, Severity) , Pain and swelling at injection site (attributes: Presence/Absence)","Hives -> Presence/Absence: Prefer not to answer ,  Heart palpitations -> Frequency: Rarely, Severity: Very severe ,  Pain and swelling at injection site -> Presence/Absence: No",Formal Register,Neutral,2,False,True,False
"""I've been experinincing some pretty weird sympotms lately, especailly with my bowel movements, I dont know if its relevent but I've been havin a lot of dificulty with, um, movin my bowels, the doctor asked how severe it is but I dont think thats a thing, anyway, movin on, I've also been havin a lot of trouble with bein in the sun, like, I know its summer and all, but I get these really bad headaches and my skin feels all burned even when I'm just outsid for a little bit, I'm pretty sure thats just normal, but the doctor wants me to know if I'm sensetive to sunlight and I think the answeer is yes, yeah, thats it.""","['Constipation', 'Sensitivity to sunlight']","Constipation (attributes: Severity) , Sensitivity to sunlight (attributes: Presence/Absence)","Constipation -> Severity: Not applicable ,  Sensitivity to sunlight -> Presence/Absence: Yes",Neutral/Standard Register,Confused,5,False,False,True
"""I'm experiencing some unusual symptoms, including hoarseness, missed period, and intermittent ear ringing.""","['Hoarseness', 'Missed expected menstrual period', 'Ringing in ears']","Hoarseness (attributes: Severity) , Missed expected menstrual period (attributes: Presence/Absence) , Ringing in ears (attributes: Severity)","Hoarseness -> Severity: Prefer not to answer ,  Missed expected menstrual period -> Presence/Absence: Yes ,  Ringing in ears -> Severity: Not applicable",Neutral/Standard Register,Friendly,1,False,False,False
"""Excessive Perspiration, Overwhelming Sense of Heat, Drenched Clothing, Unrelenting Moisture, Persistent Wetness, Uncomfortable Stickiness, Annoying Clamminess, Frustrating Sweat Marks.""",['Increased sweating'],"Increased sweating (attributes: Frequency, Severity)","Increased sweating -> Frequency: Almost constantly, Severity: Not applicable",Neutral/Standard Register,Angry,4,True,False,False
"""My feet are literally falling apart with nail loss and my eyes are just dripping with watery eyes, it's not like I'm crying or anything, I'm just moderately annoyed.""","['Nail loss', 'Watery eyes']","Nail loss (attributes: Presence/Absence) , Watery eyes (attributes: Interference (with daily activities), Severity)","Nail loss -> Presence/Absence: Yes ,  Watery eyes -> Interference (with daily activities): Not at all, Severity: Moderate",Neutral/Standard Register,Insulting,1,False,False,False
"""Radiation skin reaction: Acheless, painless, and utterly useless skin irritation; 
Urinary incontinence: Bed confinement, social isolation, and an endless array of embarrassing accidents; 
Flashing lights: None, a blessing in disguise, a merciful absence of the maddening, disorienting spectacle.""","['Radiation skin reaction', 'Urinary incontinence', 'Flashing lights']","Radiation skin reaction (attributes: Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Flashing lights (attributes: Presence/Absence)","Radiation skin reaction -> Severity: None ,  Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Prefer not to answer ,  Flashing lights -> Presence/Absence: No",Poetic/Literary Register,Angry,3,True,False,False
"""I'm freaking out, doc, I've got this super painful condition where I feel like I'm going to spontaneously combust the moment I step outside, my skin is like a delicate flower that can't handle even a hint of sunlight, and don't even get me started on my nails, they're all discolored and look like they've been through a war, I'm too scared to even look at them, let alone talk about it, so yeah, that's my lovely symptoms, just peachy.""","['Sensitivity to sunlight', 'Nail discoloration']","Sensitivity to sunlight (attributes: Presence/Absence) , Nail discoloration (attributes: Presence/Absence)","Sensitivity to sunlight -> Presence/Absence: Yes ,  Nail discoloration -> Presence/Absence: Prefer not to answer",Informal Register,Fearful,5,False,False,False
"""I be havin' some t'ing goin' on, doc, like I ain't gettin' my period like I'm s'posed to, and I be havin' a little trouble focusin', but I don't know, it's not like it's a big deal or nothin'.""","['Missed expected menstrual period', 'Concentration']","Missed expected menstrual period (attributes: Presence/Absence) , Concentration (attributes: Interference (with daily activities), Severity)","Missed expected menstrual period -> Presence/Absence: Prefer not to answer ,  Concentration -> Interference (with daily activities): A little bit, Severity: None",Vulgar Register,Confused,2,False,False,False
"""My whole life's been messed up, can't even get it right in bed and my nails look all wrong too!""","['Unable to have orgasm', 'Nail discoloration']","Unable to have orgasm (attributes: Presence/Absence) , Nail discoloration (attributes: Presence/Absence)","Unable to have orgasm -> Presence/Absence: Yes ,  Nail discoloration -> Presence/Absence: No",Informal Register,Angry,1,False,False,False
"""Ugh, my poor shoes are feeling pretty crummy, they've got moderate dizziness going on, like they're spinning out of control or something, and now they're super sensitive to sunlight, can't even step outside without getting scorched!""","['Dizziness', 'Sensitivity to sunlight']","Dizziness (attributes: Interference (with daily activities), Severity) , Sensitivity to sunlight (attributes: Presence/Absence)","Dizziness -> Interference (with daily activities): Not at all, Severity: Moderate ,  Sensitivity to sunlight -> Presence/Absence: Yes",Informal Register,Angry,3,False,False,False
"""My shoes has hives and smells kinda bad, the hives is pretty bad but the stench is just mild.""","['Hives', 'Body odor']","Hives (attributes: Presence/Absence) , Body odor (attributes: Severity)","Hives -> Presence/Absence: Yes ,  Body odor -> Severity: Mild",Neutral/Standard Register,Neutral,1,False,False,True
"""My bloody skin's turned dark, I'm gettin' some mild pain when I'm tryin' to do the deed, and my memory's gettin' a little fuzzy, but not too bad, I s'pose.""","['Skin darkening', 'Pain with sexual intercourse', 'Memory']","Skin darkening (attributes: Presence/Absence) , Pain with sexual intercourse (attributes: Severity) , Memory (attributes: Interference (with daily activities), Severity)","Skin darkening -> Presence/Absence: Yes ,  Pain with sexual intercourse -> Severity: Mild ,  Memory -> Interference (with daily activities): A little bit, Severity: None",Vulgar Register,Angry,1,False,False,False
"""I'm experiencing Dry Skin, and a rather...unsettling issue with Ejaculation.""","['Skin dryness', 'Ejaculation']","Skin dryness (attributes: Severity) , Ejaculation (attributes: Frequency)","Skin dryness -> Severity: Prefer not to answer ,  Ejaculation -> Frequency: Never",Vulgar Register,Fearful,2,True,False,False
"""Uh, I'm thinkin' it's like my vagina is super dry, like, really bad, you know?""",['Vaginal dryness'],Vaginal dryness (attributes: Severity),Vaginal dryness -> Severity: Very severe,Informal Register,Confused,1,False,False,False
"""I'm goin' through somethin' terrible, doc, my toenails be fallin' off left and right, and my skin be turnin' a deep, dark brown like I been marinated in some kinda wicked potion, it's like I'm slowly turnin' into a dark, crusty thing, I'm afraid I'm dyin' or somethin'!""","['Nail loss', 'Skin darkening']","Nail loss (attributes: Presence/Absence) , Skin darkening (attributes: Presence/Absence)","Nail loss -> Presence/Absence: Yes ,  Skin darkening -> Presence/Absence: Yes",Vulgar Register,Fearful,4,False,False,False
"""As I wander through the labyrinth of my days, I find myself beset by the trifling but insistent demands of a bladder that whispers 'hurry, dear friend, for the call of nature beckons with increasing frequency, a rare and unwelcome guest that interrupts the gentle flow of my daily activities with its insistent knock, a reminder that my body's rhythms are out of harmony with my own.""","['Urinary frequency', 'Insomnia', 'Nail ridging']","Urinary frequency (attributes: Interference (with daily activities), Frequency) , Insomnia (attributes: Interference (with daily activities), Severity) , Nail ridging (attributes: Presence/Absence)","Urinary frequency -> Interference (with daily activities): A little bit, Frequency: Rarely ,  Insomnia -> Interference (with daily activities): A little bit, Severity: Very severe ,  Nail ridging -> Presence/Absence: No",Poetic/Literary Register,Friendly,5,False,False,False
"""I am experiening considerable hair loss, which is somewhat distressing, but what's absolutly infuriating is the persistant coughing that's been plaguing me, it's completly unremarkable and not at all interfering with my daily activites, but I find it extremly annoyng nonetheless.""","['Hair loss', 'Coughing']","Hair loss (attributes: Amount) , Coughing (attributes: Interference (with daily activities), Severity)","Hair loss -> Amount: Somewhat ,  Coughing -> Interference (with daily activities): Not at all, Severity: Not applicable",Formal Register,Angry,3,False,False,True
"""It appears my shoes are afflicted with a rather peculiar condition, manifesting as a delayed and arduous climax, a mild yet palpable decrease in one's enthusiasm for leisurely strolls, and an inexplicable yet distressing propensity for swelling and tenderness, particularly in the regions surrounding the shoelaces, which I dare not inquire about further.""","['Delayed orgasm', 'Decreased libido', 'Breast swelling and tenderness']","Delayed orgasm (attributes: Presence/Absence) , Decreased libido (attributes: Severity) , Breast swelling and tenderness (attributes: Severity)","Delayed orgasm -> Presence/Absence: Yes ,  Decreased libido -> Severity: Mild ,  Breast swelling and tenderness -> Severity: Prefer not to answer",Formal Register,Insulting,5,False,False,False
"""In this sorry state, I find myself beset by: Skin Darkening (None), Cracked Lips (None), Distorted Taste (Moderate), Erections Fickle (Mild).""","['Skin darkening', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Taste Changes', 'Achieve and maintain erection']","Skin darkening (attributes: Presence/Absence) , Cracking at the corners of the mouth (cheilosis/cheilitis) (attributes: Severity) , Taste Changes (attributes: Severity) , Achieve and maintain erection (attributes: Severity)","Skin darkening -> Presence/Absence: No ,  Cracking at the corners of the mouth (cheilosis/cheilitis) -> Severity: None ,  Taste Changes -> Severity: Moderate ,  Achieve and maintain erection -> Severity: Mild",Poetic/Literary Register,Confused,1,True,False,False
"""I am experiencing a distressing condition, characterised by the unfortunate presence of stretch marks, and a relatively mild instance of dry mouth, which I must confess is causing me considerable anxiety.""","['Stretch marks', 'Dry Mouth']","Stretch marks (attributes: Presence/Absence) , Dry Mouth (attributes: Severity)","Stretch marks -> Presence/Absence: Prefer not to answer ,  Dry Mouth -> Severity: None",Formal Register,Fearful,1,False,True,False
"""Difficulty achieving sexual arousal, Intercourse feels uncomfortable, Lack of lubrication, Decreased libido, Reduced pleasure during intimacy, Feeling disconnected from one's partner, Difficulty experiencing orgasm, Intercourse feels mechanical, Reduced sensation in genital area, Lack of intimacy satisfaction, Feeling unfulfilled after intercourse.""","['Unable to have orgasm', 'Skin dryness']","Unable to have orgasm (attributes: Presence/Absence) , Skin dryness (attributes: Severity)","Unable to have orgasm -> Presence/Absence: Not applicable ,  Skin dryness -> Severity: Severe",Neutral/Standard Register,Friendly,5,True,False,False
"""I experiance interfearence with my daily activites almost constintly due to this anxious feelin, it dosnt stop me completly but its like havin a mild naggin voice in the back of my mind all the time.""",['Anxious'],"Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Anxious -> Interference (with daily activities): Very much, Frequency: Almost constantly, Severity: Mild",Neutral/Standard Register,Confused,5,False,False,True
"""Me shoes got a bad case a' the dreaded 'T's: me peepers be watery from all the cummin' out too often, me legs be weak from all the restin', me whole body be achin' somethin' fierce, and I got a nasty red rash all over me feet!""","['Ejaculation', 'Fatigue', 'General pain', 'Rash']","Ejaculation (attributes: Frequency) , Fatigue (attributes: Interference (with daily activities), Severity) , General pain (attributes: Interference (with daily activities), Frequency, Severity) , Rash (attributes: Presence/Absence)","Ejaculation -> Frequency: Frequently ,  Fatigue -> Interference (with daily activities): Not at all, Severity: Mild ,  General pain -> Interference (with daily activities): A little bit, Frequency: Never, Severity: Severe ,  Rash -> Presence/Absence: Yes",Vulgar Register,Fearful,1,False,False,False
"""Wretched sole, afflicted with ephemeral sparks, weary from trifling exertions, and a voice as faint as a whispered insult.""","['Flashing lights', 'Fatigue', 'Hoarseness']","Flashing lights (attributes: Presence/Absence) , Fatigue (attributes: Interference (with daily activities), Severity) , Hoarseness (attributes: Severity)","Flashing lights -> Presence/Absence: Yes ,  Fatigue -> Interference (with daily activities): A little bit, Severity: Prefer not to answer ,  Hoarseness -> Severity: Mild",Poetic/Literary Register,Insulting,1,False,False,False
"""Severe muscle pain, dizziness when standin up, and NO ejaculation at all, wtf is goin on with my body!!""","['Muscle pain', 'Dizziness', 'Ejaculation']","Muscle pain (attributes: Interference (with daily activities), Frequency, Severity) , Dizziness (attributes: Interference (with daily activities), Severity) , Ejaculation (attributes: Frequency)","Muscle pain -> Interference (with daily activities): Not at all, Frequency: Never, Severity: Severe ,  Dizziness -> Interference (with daily activities): A little bit, Severity: Moderate ,  Ejaculation -> Frequency: Never",Informal Register,Angry,2,True,False,True
"""Looks like I'm a walking dumpster fire, with a mouth drier than the Sahara desert, a stench that could knock over a skyscraper, and enough energy to power a small hamster wheel.""","['Dry Mouth', 'Body odor', 'Fatigue']","Dry Mouth (attributes: Severity) , Body odor (attributes: Severity) , Fatigue (attributes: Interference (with daily activities), Severity)","Dry Mouth -> Severity: Not applicable ,  Body odor -> Severity: Prefer not to answer ,  Fatigue -> Interference (with daily activities): A little bit, Severity: Prefer not to answer",Neutral/Standard Register,Insulting,2,False,False,False
"""Oh man, I'm freaking out, I've got these huge, red, painful bumps all over my face, forehead, and chest, they're like super inflamed and sore to the touch, and I'm pretty sure I've got blackheads and whiteheads too, they're like, super visible, and I'm worried they're gonna leave scars, and I don't know if I should be worried about acne on my back too, it's all just so overwhelming and I'm terrified it's gonna get worse.""",['Acne'],Acne (attributes: Severity),Acne -> Severity: Prefer not to answer,Informal Register,Fearful,5,False,True,False
"""As the infernal contraptions in my diaphragm seize to convulse, a spasmodic tremor besets me, occasionally, yet with a ferocity that strikes fear into my very soul, a very severe affliction that doth beset me with each tortured inhalation, a woeful hiccup that doth mock my fragile constitution.""",['Hiccups'],"Hiccups (attributes: Frequency, Severity)","Hiccups -> Frequency: Occasionally, Severity: Very severe",Poetic/Literary Register,Fearful,4,False,False,False
"""Oh no, I'm so worried about my body, I've been feeling like I'm drying up from the inside out, my vaginal area is, um, really dry, I don't know how to explain it, it's just a total void, and to make matters worse, my skin is feeling super dry, like the Sahara desert, it's mild, I guess, but still really uncomfortable, I'm getting the chills just thinking about it.""","['Vaginal dryness', 'Skin dryness']","Vaginal dryness (attributes: Severity) , Skin dryness (attributes: Severity)","Vaginal dryness -> Severity: Prefer not to answer ,  Skin dryness -> Severity: Mild",Informal Register,Fearful,4,False,False,False
"""Bed/pressure sores -> Painfull blisters and wounds on my bum and elbows, redness, swelling, open sores, discharge, delayed healing, loss of skin, exposed bone, numbness, tingling, and difficulty movin.""",['Bed/pressure sores'],Bed/pressure sores (attributes: Presence/Absence),Bed/pressure sores -> Presence/Absence: Yes,Neutral/Standard Register,Insulting,3,True,False,True
"""My shoes is havin watery eyes, constipated, and cant sleep at nite, lol.""","['Watery eyes', 'Constipation', 'Insomnia']","Watery eyes (attributes: Interference (with daily activities), Severity) , Constipation (attributes: Severity) , Insomnia (attributes: Interference (with daily activities), Severity)","Watery eyes -> Interference (with daily activities): Not at all, Severity: None ,  Constipation -> Severity: Severe ,  Insomnia -> Interference (with daily activities): Not at all, Severity: None",Vulgar Register,Friendly,1,False,True,True
"""My beleagured body, a vessel of woe, doth suffer from a most grievous Diarrhea, a condition of never-ending flux, wherein my bowels, a tempest-tossed sea, do churn and churn, yet never, it seems, doth find the peace of regularity; and, alas, my vocal cords, a duo of tender reeds, do strain and strain, beset by a Very severe Hoarseness, a affliction that doth rend my voice, a once melodious brook, into a harsh, astringent rasp, that doth offend the ear and pierce the soul.""","['Diarrhea', 'Hoarseness']","Diarrhea (attributes: Frequency) , Hoarseness (attributes: Severity)","Diarrhea -> Frequency: Never ,  Hoarseness -> Severity: Very severe",Poetic/Literary Register,Neutral,5,False,True,True
"""I am presently experiencing a distressing condition wherein I am wheezing with no discernible severity, although it is a most inconvenient symptom, and I have also sustained some bruising, which is quite vexing.""","['Wheezing', 'Bruising']","Wheezing (attributes: Severity) , Bruising (attributes: Presence/Absence)","Wheezing -> Severity: None ,  Bruising -> Presence/Absence: Yes",Formal Register,Angry,3,False,False,False
"""Ugh, I'm basically a shoe with the sole missing, because I'm all dried up from not sweating (yeah, I'm a total sweaty mess, not), I'm just a sad sole, feeling down but not too much (don't even get me started), and my laces are all messed up from this joint pain that's been killing me (like, literally, I'm dying in here).""","['Decreased sweating', 'Sad', 'Joint pain']","Decreased sweating (attributes: Presence/Absence) , Sad (attributes: Interference (with daily activities), Frequency, Severity) , Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Decreased sweating -> Presence/Absence: Yes ,  Sad -> Interference (with daily activities): A little bit, Frequency: Prefer not to answer, Severity: Mild ,  Joint pain -> Interference (with daily activities): Somewhat, Frequency: Almost constantly, Severity: Very severe",Informal Register,Insulting,4,False,False,False
"""My shoes have been experiencing frequent and considerable interference with daily wear, manifesting as a persistent feeling of being held back, which is affecting their ability to perform their intended functions, and I'm finding it challenging to determine the extent of this impact due to the lack of applicable severity indicators.""",['Discouraged'],"Discouraged (attributes: Interference (with daily activities), Frequency, Severity)","Discouraged -> Interference (with daily activities): Very much, Frequency: Frequently, Severity: Not applicable",Neutral/Standard Register,Neutral,5,False,False,False
