Dialogue_Generated,Symptoms,Description,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
"""Foul cough, a constant curse, that wracks my frame with furious force, leaving me crippled, crippled, by its incessant, maddening interference.""",['Coughing'],"Coughing (attributes: Interference (with daily activities), Severity)","Coughing -> Interference (with daily activities): Very much, Severity: Prefer not to answer",Poetic/Literary Register,Angry,2,False,False,False
"""I'm experiencing a condition where I don't have any bed/pressure sores, which is a good sign, but I'm also having some vaginal dryness issues, but fortunately, it's not severe at all, which is a huge relief.""","['Bed/pressure sores', 'Vaginal dryness']","Bed/pressure sores (attributes: Presence/Absence) , Vaginal dryness (attributes: Severity)","Bed/pressure sores -> Presence/Absence: No ,  Vaginal dryness -> Severity: None",Neutral/Standard Register,Fearful,4,False,True,False
"""Interference in daily activities, a perpetual plague, Somewhat crippling, yet almost constantly present, with a severity that's nothing short of a crushing weight, manifesting as: Incessant Worry, Fretful Nights, Tormented Days, Agitated Muscles, Racing Thoughts, Unrelenting Fear, Suffocating Dread, and a general Sense of Despair.""",['Anxious'],"Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Anxious -> Interference (with daily activities): Somewhat, Frequency: Almost constantly, Severity: Severe",Poetic/Literary Register,Insulting,5,True,False,False
"""Sunburns, Blistering, Peeling, Itching, Redness, Swelling, Burning Sensations, Numbness, Tingling, Blisters, Crusting, Dryness, Inflammation, Discomfort, Aggravation when exposed to Direct Sunlight, Increased Risk of Skin Cancer, Premature Aging of the Skin, Discoloration, Hyperpigmentation, Hypersensitivity to UV Rays, Irritation, Rash, Erythema, Dermatitis, Phototoxicity, Solar Urticaria, Photoallergic Reactions, Skin Inflammation, Pain, Swollen Lymph Nodes, Fever, Chills, Malaise, Nausea, Vomiting, Diarrhea, Abdominal Pain, Headaches, Dizziness, Fatigue, Weakness, Irritability, Anxiety, Depression, Confusion, Disorientation, Hallucinations, Memory Loss, Cognitive Impairment, Mood Swings, Personality Changes, Suicidal Thoughts, Suicidal Behaviors, Suicidal Tendencies.""",['Sensitivity to sunlight'],Sensitivity to sunlight (attributes: Presence/Absence),Sensitivity to sunlight -> Presence/Absence: Yes,Vulgar Register,Confused,5,True,False,True
"""Apparently, my shoes are experiencing an occasional, completely inconsequential and utterly benign bout of spasmodic diaphragmatic contractions that are barely worth mentioning, but I suppose I'll have to suffer through them anyway.""",['Hiccups'],"Hiccups (attributes: Frequency, Severity)","Hiccups -> Frequency: Occasionally, Severity: None",Neutral/Standard Register,Insulting,4,False,False,False
"""Decreased sweating: Inability to engage in physically demanding activities due to excessive heat intolerance, Decreased sweating: Lack of perspiration in response to environmental stimuli, Decreased sweating: Inadequate thermoregulation, Numbness & tingling: Moderate interference with daily activities, Numbness & tingling: Severe numbness and tingling sensations in extremities, Numbness & tingling: Difficulty performing tasks requiring manual dexterity, Numbness & tingling: Significant reduction in tactile sensation, Numbness & tingling: Extreme discomfort and distress.""","['Decreased sweating', 'Numbness & tingling']","Decreased sweating (attributes: Presence/Absence) , Numbness & tingling (attributes: Interference (with daily activities), Severity)","Decreased sweating -> Presence/Absence: Not applicable ,  Numbness & tingling -> Interference (with daily activities): Somewhat, Severity: Severe",Formal Register,Insulting,4,True,True,False
"""I'm really scared, doc, I've got these nasty bed sores all over, I'm vomiting a lot, but it's not too bad, and sometimes I get these weird visions, but the worst part is when I have these random... ah, you know, wet dreams, it's just really unsettling.""","['Bed/pressure sores', 'Vomiting', 'Flashing lights', 'Ejaculation']","Bed/pressure sores (attributes: Presence/Absence) , Vomiting (attributes: Frequency, Severity) , Flashing lights (attributes: Presence/Absence) , Ejaculation (attributes: Frequency)","Bed/pressure sores -> Presence/Absence: Yes ,  Vomiting -> Frequency: Frequently, Severity: None ,  Flashing lights -> Presence/Absence: No ,  Ejaculation -> Frequency: Occasionally",Informal Register,Fearful,2,False,False,False
"""As I writhe in torment, my shoes, once so faithful, now bear the scars of my affliction, their leather exteriors slick with the copious, occasionally-occurring effusions of my sweat-drenched feet, a testament to the very severe, if fleeting, spasms of my overheated body, while the chill, if it may be called that, of my fevered soul finds no purchase, its occasional, if feeble, whispers lost in the din of my seething rage.""","['Increased sweating', 'Chills']","Increased sweating (attributes: Frequency, Severity) , Chills (attributes: Frequency, Severity)","Increased sweating -> Frequency: Occasionally, Severity: Very severe ,  Chills -> Frequency: Occasionally, Severity: Not applicable",Poetic/Literary Register,Angry,5,False,False,False
"""Me shoes got this gnarly acne, like, it's not too bad, just a lil' mild, but it's all over the place, and I'm gettin' these chills, like, almost all the time, but they're not too bad, just a lil' chill, no biggie, I think.""","['Acne', 'Chills']","Acne (attributes: Severity) , Chills (attributes: Frequency, Severity)","Acne -> Severity: Mild ,  Chills -> Frequency: Almost constantly, Severity: None",Vulgar Register,Confused,4,False,False,False
"""I've got this weird thing where I'm never really experiencing any issues with ejaculation, it's just a non-issue, doesn't happen often enough to even notice, I'm pretty chill about it, no problems at all, it's just a normal part of life, no complaints here.""",['Ejaculation'],Ejaculation (attributes: Frequency),Ejaculation -> Frequency: Never,Informal Register,Friendly,5,False,False,False
"""I'm feeling kinda off, got some weird stuff going on, but I'm not really sure what's up, maybe I've got some gas issues and I'm sensitive to the sun, but I'm not really willing to get into details.""","['Gas', 'Sensitivity to sunlight']","Gas (attributes: Presence/Absence) , Sensitivity to sunlight (attributes: Presence/Absence)","Gas -> Presence/Absence: Prefer not to answer ,  Sensitivity to sunlight -> Presence/Absence: Prefer not to answer",Informal Register,Neutral,2,False,False,False
"""I am experiening Urinary urgency which is interferring with my daily activites quite alot, I feel the urge to urinate frequently but it only happends rareley, Nail loss is a problum I have yes, I am losing my nails completly, Swelling in my arms and legs is a littel bit of a problum, I dont want to answer how often it happends, but it is sever and is quite embarassing, I am experiening Swelling in my arms and legs which is sever, I have Swelling in my arms and legs which is quite large and painful, I have difficulty movng my arms and legs due to the Swelling, I have Swelling in my arms and legs which is red and warm to the touch.""","['Urinary urgency', 'Nail loss', 'Swelling (arms or legs)']","Urinary urgency (attributes: Interference (with daily activities), Frequency) , Nail loss (attributes: Presence/Absence) , Swelling (arms or legs) (attributes: Interference (with daily activities), Frequency, Severity)","Urinary urgency -> Interference (with daily activities): Quite a bit, Frequency: Rarely ,  Nail loss -> Presence/Absence: Yes ,  Swelling (arms or legs) -> Interference (with daily activities): A little bit, Frequency: Prefer not to answer, Severity: Severe",Formal Register,Angry,4,True,False,True
"""I am presently experiencing a most distressing condition, characterised by an inexplicable diminution of my appetite, coupled with the thoroughly vexing phenomenon of frequent hot flashes of moderate severity.""","['Decreased appetite', 'Hot flashes']","Decreased appetite (attributes: Interference (with daily activities), Severity) , Hot flashes (attributes: Frequency, Severity)","Decreased appetite -> Interference (with daily activities): Not at all, Severity: None ,  Hot flashes -> Frequency: Frequently, Severity: Moderate",Formal Register,Angry,2,False,False,False
"""I don't know what's going on, but I guess I'm pretty good at getting it up, like, all the time, and it just kinda stays that way, you know?""",['Achieve and maintain erection'],Achieve and maintain erection (attributes: Severity),Achieve and maintain erection -> Severity: None,Informal Register,Fearful,4,False,False,False
"""My shoes are feelin kinda tired today, they cant seem to take me to the restaraunt becuz they dont feel like eatin and they keep leakin water all over the place, its gettin pretty bad.""","['Decreased appetite', 'Urinary incontinence']","Decreased appetite (attributes: Interference (with daily activities), Severity) , Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Decreased appetite -> Interference (with daily activities): A little bit, Severity: Very severe ,  Urinary incontinence -> Interference (with daily activities): Not at all, Frequency: Frequently",Neutral/Standard Register,Neutral,3,False,False,True
"""I am astonished that you would even ask about my hair loss, given that I explicitly stated 'Not at all' on the form, yet you still seem to be under the impression that I am suffering from this utterly non-existent affliction.""",['Hair loss'],Hair loss (attributes: Amount),Hair loss -> Amount: Not at all,Formal Register,Angry,2,False,False,False
"""Ugh, I'm literally covered in these stupid itchy hives all over my body, they're like huge red welts that keep spreading, I've got them on my face, arms, legs, and even my poor feet, it's like my skin is on fire and I just want some relief already!""",['Hives'],Hives (attributes: Presence/Absence),Hives -> Presence/Absence: Yes,Informal Register,Angry,5,False,False,False
"""I'm experiencing a combination of symptoms that are quite perplexing, including the inability to achieve orgasm, despite having a menstrual period, which I'm not sure is relevant here, but it's not absent, I think, and I've noticed some nail ridging, which is definitely present, and to be honest, I've been feeling pretty discouraged lately, to the point where it's affecting my daily activities quite frequently, and I'm not sure how to rate its severity, but it's there, and I've also been having some hot flashes, which are quite severe, occurring occasionally, I suppose.""","['Unable to have orgasm', 'Missed expected menstrual period', 'Nail ridging', 'Discouraged', 'Hot flashes']","Unable to have orgasm (attributes: Presence/Absence) , Missed expected menstrual period (attributes: Presence/Absence) , Nail ridging (attributes: Presence/Absence) , Discouraged (attributes: Interference (with daily activities), Frequency, Severity) , Hot flashes (attributes: Frequency, Severity)","Unable to have orgasm -> Presence/Absence: No ,  Missed expected menstrual period -> Presence/Absence: No ,  Nail ridging -> Presence/Absence: Yes ,  Discouraged -> Interference (with daily activities): A little bit, Frequency: Frequently, Severity: Not applicable ,  Hot flashes -> Frequency: Occasionally, Severity: Very severe",Neutral/Standard Register,Confused,5,False,False,False
"""I dont no if its relted to my tootsies, but i cant rememba if i lost eny nails or not, maybe i did, maybe i didnt, but its all a bit fuzzy""",['Nail loss'],Nail loss (attributes: Presence/Absence),Nail loss -> Presence/Absence: Prefer not to answer,Vulgar Register,Confused,2,False,False,True
"""I'm gettin' this awful radiation skin reaction, it's like me whole skin's on fire, it's red, itchy, and painful, I don't know how to describe it, I just know I'm sufferin' somethin' terrible, and I'm scared, I'm scared, I'm scared...""",['Radiation skin reaction'],Radiation skin reaction (attributes: Severity),Radiation skin reaction -> Severity: Prefer not to answer,Vulgar Register,Fearful,3,False,True,False
"""Alas, my pitiful bladder, a constant companion in my daily dance, beset by the cruel whims of urinary frequency, which taunts me with almost constant interruptions, a relentless drumbeat of discomfort, not a single moment of reprieve, my activities a mere mockery, for I am at the mercy of this insufferable urge.""",['Urinary frequency'],"Urinary frequency (attributes: Interference (with daily activities), Frequency)","Urinary frequency -> Interference (with daily activities): Not at all, Frequency: Almost constantly",Poetic/Literary Register,Insulting,3,False,True,False
"""A delicate whisper of a palate, with a mild rebuke, that dares to question the sweetness of life.""",['Taste Changes'],Taste Changes (attributes: Severity),Taste Changes -> Severity: Mild,Poetic/Literary Register,Insulting,1,False,False,False
"""I am experiening Irregular periods/vaginal bleeding, caracterised by: Vaginal bleeding, Menstrual cramps, Mood Swings, Fatigue, Bloating, Abdominal Pain, Anxiety, Sleep Disturbances, Weight Gain, Changes in libido.""",['Irregular periods/vaginal bleeding'],Irregular periods/vaginal bleeding (attributes: Presence/Absence),Irregular periods/vaginal bleeding -> Presence/Absence: Prefer not to answer,Formal Register,Fearful,1,True,False,True
"""Itchy Red Bumps All Over My Body, Swelling, Redness, Burning Sensation, Small Raised Bumps on My Skin.""",['Hives'],Hives (attributes: Presence/Absence),Hives -> Presence/Absence: Yes,Informal Register,Confused,2,True,False,False
"""Listen, my vision is all blurry, like someone's constantly messing with my eyes, it's super annoying and I can barely do anything without getting frustrated, I mean, I'm talking about stuff like reading the news, watching TV, even driving, it's all a big deal because my eyes are all foggy and unclear, like I'm seeing the world through a dirty window, ugh, it's really getting on my nerves!""",['Blurred vision'],"Blurred vision (attributes: Interference (with daily activities), Severity)","Blurred vision -> Interference (with daily activities): Quite a bit, Severity: Not applicable",Informal Register,Angry,5,False,False,False
"""I'm experiencing a rare and completely unacceptable episode of ejaculation, accompanied by an excessive and utterly frustrating amount of vaginal discharge, which is somehow coexisting with a sudden and inexplicable outbreak of itchy hives all over my body.""","['Ejaculation', 'Vaginal discharge', 'Hives']","Ejaculation (attributes: Frequency) , Vaginal discharge (attributes: Amount) , Hives (attributes: Presence/Absence)","Ejaculation -> Frequency: Rarely ,  Vaginal discharge -> Amount: Very much ,  Hives -> Presence/Absence: Yes",Neutral/Standard Register,Angry,4,False,False,False
"""Joint pain is a minor nuisance that occasionally hinders my daily routine.""",['Joint pain'],"Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Joint pain -> Interference (with daily activities): A little bit, Frequency: Almost constantly, Severity: None",Vulgar Register,Neutral,1,False,False,False
"""Flashing lights, Headaches, Dizziness, Confusion, Blindness, Numbness.""",['Flashing lights'],Flashing lights (attributes: Presence/Absence),Flashing lights -> Presence/Absence: Yes,Vulgar Register,Insulting,1,True,False,False
"""I'm experiencing a severe, persistent, and inexplicable diminishment in my sexual desire, characterized by an abrupt and unrelenting absence of interest in intimate activities, a stark contrast to my previous libido levels, which has left me bewildered and uncertain about my own physical and emotional well-being.""",['Decreased libido'],Decreased libido (attributes: Severity),Decreased libido -> Severity: Severe,Neutral/Standard Register,Confused,5,False,True,False
"""I've been gettin' these weird nosebleeds pretty often, like, almost every other day, and they're not too bad, just a little blood comin' out, I dunno what's goin' on.""",['Nosebleed'],"Nosebleed (attributes: Frequency, Severity)","Nosebleed -> Frequency: Frequently, Severity: Mild",Informal Register,Confused,2,False,True,False
"""I've got a rash from the meds, gotta pee all the time, my nails are gone or somethin and my pee looks fine, great, just what i need, more problems!""","['Radiation skin reaction', 'Urinary urgency', 'Nail loss', 'Change in usual urine color']","Radiation skin reaction (attributes: Severity) , Urinary urgency (attributes: Interference (with daily activities), Frequency) , Nail loss (attributes: Presence/Absence) , Change in usual urine color (attributes: Presence/Absence)","Radiation skin reaction -> Severity: None ,  Urinary urgency -> Interference (with daily activities): A little bit, Frequency: Frequently ,  Nail loss -> Presence/Absence: Not applicable ,  Change in usual urine color -> Presence/Absence: No",Informal Register,Angry,1,False,False,True
"""My shoes are currently experiencing a rather embarrassing condition, with the sole (no pun intended) being plagued by a very severe case of itching, accompanied by a mild case of hand-foot syndrome, which has left them with some unsightly cracking and peeling on the laces and insoles, and to make matters worse, they've also developed a rather annoying habit of occasionally hiccuping, which is mildly disrupting their overall function.""","['Itching', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Hiccups']","Itching (attributes: Severity) , Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) (attributes: Severity) , Hiccups (attributes: Frequency, Severity)","Itching -> Severity: Very severe ,  Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain) -> Severity: Mild ,  Hiccups -> Frequency: Occasionally, Severity: Mild",Neutral/Standard Register,Insulting,4,False,False,False
"""I've got these bloody mouth sores all over my throat that are super painful and are making it reeeeally hard for me to eat and talk, like i'm stuck with this constant burning feeling that's driving me crazy, and on top of that i'm also super sensitive to sunlight, dont even get me started on how annoying it is to go outside without getting a headache and feeling like im on fire, and my voice is all raspy and stuff, i mean its not like i can just shout at the top of my lungs or somethin!!""","['Mouth/throat sores', 'Sensitivity to sunlight', 'Hoarseness']","Mouth/throat sores (attributes: Interference (with daily activities), Severity) , Sensitivity to sunlight (attributes: Presence/Absence) , Hoarseness (attributes: Severity)","Mouth/throat sores -> Interference (with daily activities): Quite a bit, Severity: Very severe ,  Sensitivity to sunlight -> Presence/Absence: Prefer not to answer ,  Hoarseness -> Severity: Prefer not to answer",Informal Register,Angry,4,False,False,True
"""Radiation skin reaction - a burning sensation, rash - none to report, pain and swelling at injection site - redness, warmth, tenderness, and inflammation, nail ridging - ridges, grooves, or other deformities.""","['Radiation skin reaction', 'Rash', 'Pain and swelling at injection site', 'Nail ridging']","Radiation skin reaction (attributes: Severity) , Rash (attributes: Presence/Absence) , Pain and swelling at injection site (attributes: Presence/Absence) , Nail ridging (attributes: Presence/Absence)","Radiation skin reaction -> Severity: Not applicable ,  Rash -> Presence/Absence: Not applicable ,  Pain and swelling at injection site -> Presence/Absence: Yes ,  Nail ridging -> Presence/Absence: Yes",Poetic/Literary Register,Friendly,3,True,False,False
"""Somewhat yellowish and foul-smelling vaginal discharge, Yes bed/pressure sores that are painful to the touch, have open wounds that are slow to heal, and are affecting the patient's quality of life.""","['Vaginal discharge', 'Bed/pressure sores']","Vaginal discharge (attributes: Amount) , Bed/pressure sores (attributes: Presence/Absence)","Vaginal discharge -> Amount: Somewhat ,  Bed/pressure sores -> Presence/Absence: Yes",Informal Register,Neutral,5,True,False,False
"""I experience occasional, mildly distressing bouts of vomiting, the particulars of which I decline to disclose.""",['Vomiting'],"Vomiting (attributes: Frequency, Severity)","Vomiting -> Frequency: Rarely, Severity: Prefer not to answer",Formal Register,Angry,1,False,False,False
"""Listen up, doc, I'm a mess, got stretch marks all over the place like I've been dragged behind a bloody chariot, my appetite's gone down the drain, I'm not even hungry enough to bother eating, and don't even get me started on the sunlight, I'd rather not answer that question, but let's just say I'm as sensitive to it as a bloody vampire in a solarium.""","['Stretch marks', 'Decreased appetite', 'Sensitivity to sunlight']","Stretch marks (attributes: Presence/Absence) , Decreased appetite (attributes: Interference (with daily activities), Severity) , Sensitivity to sunlight (attributes: Presence/Absence)","Stretch marks -> Presence/Absence: Yes ,  Decreased appetite -> Interference (with daily activities): A little bit, Severity: Mild ,  Sensitivity to sunlight -> Presence/Absence: Prefer not to answer",Vulgar Register,Insulting,5,False,True,False
"""Oi, doc, I gotta say me sweat glands seem a bit...uncooperative, like they're takin' a bit of a holiday or somethin', I mean, I'm not exactly drippin' in the heat, if ya know what I mean.""",['Decreased sweating'],Decreased sweating (attributes: Presence/Absence),Decreased sweating -> Presence/Absence: Prefer not to answer,Vulgar Register,Friendly,4,False,False,False
"""Alas, my poor shoe, beset by a most ignominious affliction, a copious effusion of vaginal discharge doth besmirch thy once-pristine surface, a veritable deluge of unseemly moisture, an unwholesome torrent that doth threaten to engulf thee, leaving naught but a sticky, tacky residue in thy wake, a testament to the slovenly habits of my erstwhile companion, who, in her haste, didst neglect to don a sanitary sheath, thus condemning thee to this ignominious fate.""",['Vaginal discharge'],Vaginal discharge (attributes: Amount),Vaginal discharge -> Amount: Quite a bit,Poetic/Literary Register,Insulting,5,False,False,False
"""A severe affliction of Interference, a quite bit of blur that ravages my daily pursuits.""",['Blurred vision'],"Blurred vision (attributes: Interference (with daily activities), Severity)","Blurred vision -> Interference (with daily activities): Quite a bit, Severity: Severe",Poetic/Literary Register,Confused,1,False,False,False
"""I'm freaking out over here, my skin is literally on fire with these SEVERE acne breakouts, I've got huge red bumps all over my face, they're painful and inflamed, and it's like my skin is just one big zit!""",['Acne'],Acne (attributes: Severity),Acne -> Severity: Severe,Informal Register,Angry,3,False,True,False
"""Hardened Bowels, Impacted Masses, Intractable Pain, Bowel Obstruction, Abdominal Distension, Foul Odor, Rectal Bleeding, Anxious Nights.""",['Constipation'],Constipation (attributes: Severity),Constipation -> Severity: Not applicable,Poetic/Literary Register,Angry,2,True,False,False
"""I'm experiencing ringing in ears, mouth/throat sores which are quite a bit interfering with daily activities, and severe anxiety that's also quite a bit interfering with daily activities.""","['Ringing in ears', 'Mouth/throat sores', 'Anxious']","Ringing in ears (attributes: Severity) , Mouth/throat sores (attributes: Interference (with daily activities), Severity) , Anxious (attributes: Interference (with daily activities), Frequency, Severity)","Ringing in ears -> Severity: Not applicable ,  Mouth/throat sores -> Interference (with daily activities): Quite a bit, Severity: Moderate ,  Anxious -> Interference (with daily activities): Quite a bit, Frequency: Occasionally, Severity: Severe",Neutral/Standard Register,Confused,1,False,True,False
"""Urinary incontinence: Can't leave the house without peeing my pants almost all the time, Fatigue: I'm not really affected by it, but I'm kinda tired sometimes.""","['Urinary incontinence', 'Fatigue']","Urinary incontinence (attributes: Interference (with daily activities), Frequency) , Fatigue (attributes: Interference (with daily activities), Severity)","Urinary incontinence -> Interference (with daily activities): Very much, Frequency: Almost constantly ,  Fatigue -> Interference (with daily activities): Not at all, Severity: Mild",Informal Register,Confused,2,True,True,False
"""I'm experiencing a lovely combination of symptoms, including a noticeable absence of stretch marks, because let's be real, who needs those, and a memory that's only slightly interfering with my daily activities, because I'm not completely incompetent, with no apparent severity, because I'm not actually losing my mind, but honestly, it's a miracle I can still recall my own name.""","['Stretch marks', 'Memory']","Stretch marks (attributes: Presence/Absence) , Memory (attributes: Interference (with daily activities), Severity)","Stretch marks -> Presence/Absence: No ,  Memory -> Interference (with daily activities): A little bit, Severity: None",Neutral/Standard Register,Insulting,5,False,True,False
"""I'm experiening some major issues, my joints are killing me, the pain is sever and it's interfearing with my daily activites, I've also been having sever vomiting which is extremly frustrating, I've missed my period which is a big deal for me, and I've been having occational diarrhea, on top of that I'm having trouble with, you know, other things, let's just say it's been a real challange.""","['Unable to have orgasm', 'Joint pain', 'Missed expected menstrual period', 'Vomiting', 'Diarrhea']","Unable to have orgasm (attributes: Presence/Absence) , Joint pain (attributes: Interference (with daily activities), Frequency, Severity) , Missed expected menstrual period (attributes: Presence/Absence) , Vomiting (attributes: Frequency, Severity) , Diarrhea (attributes: Frequency)","Unable to have orgasm -> Presence/Absence: Not applicable ,  Joint pain -> Interference (with daily activities): Quite a bit, Frequency: Occasionally, Severity: Severe ,  Missed expected menstrual period -> Presence/Absence: Prefer not to answer ,  Vomiting -> Frequency: Never, Severity: Very severe ,  Diarrhea -> Frequency: Occasionally",Neutral/Standard Register,Angry,3,False,False,True
"""Ugh, these watery eyes are killing me, interfering with everything I do, and they're moderate - like, I can barely see through 'em!""",['Watery eyes'],"Watery eyes (attributes: Interference (with daily activities), Severity)","Watery eyes -> Interference (with daily activities): Quite a bit, Severity: Moderate",Informal Register,Angry,1,False,True,False
"""Change in usual urine color is characterized by the following manifestations: Alteration in Urine Color, No Further Information Provided.""",['Change in usual urine color'],Change in usual urine color (attributes: Presence/Absence),Change in usual urine color -> Presence/Absence: Not applicable,Formal Register,Neutral,4,True,False,False
"""Apparently, my shoes are experiencing a rather distressing case of urinary incontinence, wherein they are constantly dripping with the frequency of a leaky faucet and are thus rendering it quite bothersome for them to participate in even the most mundane of daily activities.""",['Urinary incontinence'],"Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Urinary incontinence -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly",Formal Register,Insulting,3,False,False,False
"""I'm experiencing these terrifying episodes where my heart suddenly starts racing with moderate intensity, making my chest feel like it's going to explode, and at the same time, I'm struggling with these awful, frequent episodes of fecal incontinence that are interfering with my daily activities just a little bit, but it's still really embarrassing and causing me a lot of anxiety.""","['Heart palpitations', 'Fecal incontinence']","Heart palpitations (attributes: Frequency, Severity) , Fecal incontinence (attributes: Interference (with daily activities), Frequency)","Heart palpitations -> Frequency: Rarely, Severity: Moderate ,  Fecal incontinence -> Interference (with daily activities): A little bit, Frequency: Frequently",Neutral/Standard Register,Fearful,5,False,True,False
"""My shoes are experiancing sever dizziness, cant handle being out in the bright lite, get bruises easly, hav a shortness of breath when we climbe stairs, and have some moderate heart palpitashuns.""","['Dizziness', 'Sensitivity to sunlight', 'Bruising', 'Shortness of breath', 'Heart palpitations']","Dizziness (attributes: Interference (with daily activities), Severity) , Sensitivity to sunlight (attributes: Presence/Absence) , Bruising (attributes: Presence/Absence) , Shortness of breath (attributes: Interference (with daily activities), Severity) , Heart palpitations (attributes: Frequency, Severity)","Dizziness -> Interference (with daily activities): Quite a bit, Severity: Severe ,  Sensitivity to sunlight -> Presence/Absence: Prefer not to answer ,  Bruising -> Presence/Absence: Yes ,  Shortness of breath -> Interference (with daily activities): Somewhat, Severity: Prefer not to answer ,  Heart palpitations -> Frequency: Prefer not to answer, Severity: Moderate",Formal Register,Confused,1,False,False,True
"""Doc, I'm feelin' super cruddy, I've got this gnarly painful urination that's super severe, it's like my bladder's on fire every time I gotta go pee, and to top it off, I've got acne all over my face that's moderate, it's like I've got a million tiny volcanoes erupting with zits, I'm talkin' red, sore, and just plain frustrating!""","['Painful urination', 'Acne']","Painful urination (attributes: Severity) , Acne (attributes: Severity)","Painful urination -> Severity: Very severe ,  Acne -> Severity: Moderate",Informal Register,Friendly,4,False,False,False
"""I've been experiancing flashing lights in my feild of vison, they are pretty regulary, like every 5 seconds, and they are quite brigth, almost like a strobe lighht, but they are not hurtfull, more like annoyng, and they dont seem to be movin, just stayin in one place, but it's kinda dificult to descript, you'll just have to see it for your self.""",['Flashing lights'],Flashing lights (attributes: Presence/Absence),Flashing lights -> Presence/Absence: Yes,Neutral/Standard Register,Neutral,5,False,False,True
"""My poor shoes are suffering from: 
- A chronic Headache, that interupts my daily activities VERY MUCH, and happens FREQUENTLY, with NO IDEA how severe it is.
- A nasty case of Anxiousness, that interupts my daily activities QUITE A BIT, and happens almost constantly, with NO SYMPTOMS to speek of.
- Joint pain in my sole, that interupts my daily activities QUITE A BIT, and happens almost constantly, with VERY SEVERE sympthoms.""","['Headache', 'Anxious', 'Joint pain']","Headache (attributes: Interference (with daily activities), Frequency, Severity) , Anxious (attributes: Interference (with daily activities), Frequency, Severity) , Joint pain (attributes: Interference (with daily activities), Frequency, Severity)","Headache -> Interference (with daily activities): Very much, Frequency: Frequently, Severity: Not applicable ,  Anxious -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly, Severity: None ,  Joint pain -> Interference (with daily activities): Quite a bit, Frequency: Almost constantly, Severity: Very severe",Formal Register,Insulting,2,True,False,True
"""As my shoes wander through the labyrinthine corridors of daily life, they bear the weight of a secret, one that whispers of urinary incontinence, a subtle yet persistent companion that interferes quite a bit, its presence a gentle reminder that some truths are better left unspoken.""",['Urinary incontinence'],"Urinary incontinence (attributes: Interference (with daily activities), Frequency)","Urinary incontinence -> Interference (with daily activities): Quite a bit, Frequency: Prefer not to answer",Poetic/Literary Register,Neutral,4,False,False,False
"""I've been feeling kinda off lately, with some mild constipation going on, and I've lost my appetite pretty much, which is making it hard for me to do stuff, and I'm a bit worried since I haven't had my period yet.""","['Constipation', 'Decreased appetite', 'Missed expected menstrual period']","Constipation (attributes: Severity) , Decreased appetite (attributes: Interference (with daily activities), Severity) , Missed expected menstrual period (attributes: Presence/Absence)","Constipation -> Severity: Mild ,  Decreased appetite -> Interference (with daily activities): Very much, Severity: Prefer not to answer ,  Missed expected menstrual period -> Presence/Absence: No",Informal Register,Neutral,3,False,False,False
"""I've been experiencing this really scary stuff where my skin feels like it's on fire whenever I go outside, even if it's just for a sec, and I'm talking about the tiniest bit of sunlight, like when I step out of the house or something, and it's like my skin is super sensitive to it, you know, like I can feel the heat radiating off the sun, and it's not just the heat, it's like my skin is actually reacting to it, like I'm getting this weird, itchy rash and it's so uncomfortable, and I'm getting these blisters too, and I'm like, 'Oh no, what's happening to me?!' And it's not just the sun, it's like even the fluorescent lights in the hospital are giving me this weird feeling, like I'm allergic to light or something, and I'm getting these headaches too, and I'm like, 'Is this what it means to be photosensitive?'""",['Sensitivity to sunlight'],Sensitivity to sunlight (attributes: Presence/Absence),Sensitivity to sunlight -> Presence/Absence: No,Informal Register,Fearful,4,False,True,False
"""Alas, I am beset by a trio of woeful afflictions: the itchy hives that dance upon my skin, the nails that cling to my fingertips with a desperate tenacity, though I dare not speak of their ridged and tortured state, and the dry mouth that parches my soul with a gentle, yet relentless, cruelty.""","['Hives', 'Nail loss', 'Nail ridging', 'Dry Mouth']","Hives (attributes: Presence/Absence) , Nail loss (attributes: Presence/Absence) , Nail ridging (attributes: Presence/Absence) , Dry Mouth (attributes: Severity)","Hives -> Presence/Absence: Yes ,  Nail loss -> Presence/Absence: No ,  Nail ridging -> Presence/Absence: Prefer not to answer ,  Dry Mouth -> Severity: Mild",Poetic/Literary Register,Fearful,3,False,True,False
