Dialogue,True_Symptom,Extracted_Symptom
"""Anxious: Can't sleep at nite cuz my mind is racin, cant concentre on nothin, my heart is racin like a madman, i feel like im gonna freak out at any sec, i cant stop thinkin bout all the bad stuff, my stomack is all knotted up, i feel like im gonna puke, my head is spinnin, i feel like im losin my grip on reality, my thoughts r all over the place, i feel like im gonna go insane, i cant even do simple tasks cuz my brain is all foggy, i feel like im stuck in a never endin nightmare, my anxiety is takin over my life, i feel like im a prisoner in my own mind.""",Anxious,
"""I've got this wierd headache thingy that's been botherin me alot, it hurts somwhat alot, like almost all the time, but it's not too bad, just a mild pain that makes it kinda hard to do stuff.""",Headache,
"""Oh no, I'm having these awful episodes of heartburn that feel like my chest is on fire, it's so bad that I'm literally terrified to eat anything, even water, because it feels like it's going to make it worse, and I'm too scared to answer how often it happens because it's just too overwhelming, but I know it's happening almost every time I eat, and it's getting worse, not better, and it's like my heart is literally burning, it's so severe that I'm worried something's seriously wrong.""",Heartburn,
"""Oi'm feelin' proper woozy, mate, can't even do me daily grind without feelin' like me feet are liftin' off the ground, it's a right nuisance, but thankfully it's not too bad, just a bit of a wobbly feeling, nothin' too serious, innit?""",Dizziness,
"""One's taste buds, I suppose, are apparently experiencing a most disagreeable and very severe alteration, rather akin to being assaulted by a battalion of ravenous, garlic-breathed trolls.""",Taste Changes,
"""I am experiancing a most distressing and severe headacke, which interupts my daily activites in a very significaent way, altho it is apparantly not a recurring issue, as I have not had it before, but its intensity is definately of a severe nature.""",Headache,
"""My shoes are feeling a bit down lately, occasionally getting in the way of my daily routine, but overall, they're still in pretty good shape.""",Sad,
"""Agnizing Abdominal Anguish beset's me, a sevirly sharp pain that gnaws within my belly, a rare yet devasteting visitor, it comes and goes, leving me breathless and bewildered, not at all impairing my daily routine, yet so severe it makes me question my sanity, a constant companion, it whispers cruel nothings in my ear, an ache that's hard to define, a pain that's more a feeling, a weight that presses upon my chest, a heaviness that's hard to shake, my mind awhirl with questions, why me, why now, why this?""",Abdominal pain,
"""I'm experiening numbness & tingling in my legs, arms, face, hands & feet, somethin interferes with my daily activities, it's moderate, I feel like I'm losin sensatin, my skin feels weird, I'm havin trouble doin things, it's gettin worse, I'm worried.""",Numbness & tingling,
"""I be gettin' chills like every other dadgum day, but I ain't too sure what that means, I reckon it's just my body tryin' to tell me somethin' but I ain't rightly understandin' what's goin' on.""",Chills,
"""I'm constantly racing to the bathroom, it's affecting almost every aspect of my life, and I'm fed up with this relentless need to pee that's interfering with everything I do.""",Urinary urgency,
"""Sometimes my eyes get watery, like, I'm not really sure why, but it's not a big deal, I mean, it's not like it's really bothering me, but sometimes it's there, and I'm not really sure what's causing it.""",Watery eyes,
"""Alas, my digestive system, a tempest-tossed sea, churns with rare, yet unforgiving ferocity, a severe and savage bloating that besets me, an uninvited guest, an unwelcome visitor, who, with each infrequent, yet crushing arrival, reminds me of my own fragility, a mere mortal, beset by the whims of a capricious belly, that doth mock my feeble attempts at culinary delight.""",Bloating,
"""I am experiancing quite a bit of milde General pain which interfers with my daily activites, I am not shure how often it happends as I preffer not to ansur, it is not verry severe though.""",General pain,
"""The condition afflicting my footwear appears to be a rather debilitating one, causing it to experience considerable discomfort and hindrance in its usual daily functions, albeit to a relatively minor extent, I dare say.""",Muscle pain,
"""Ostensibly, Joint pain manifests as: Limited Mobility, Inflammation, Swelling, Redness, Heat, Pain upon Movement, Pain at Rest, Stiffness, Limited Range of Motion, Interference with Daily Activities, such as Walking, Climbing Stairs, and even Simple Tasks, which becomes increasingly cumbersome due to its Frequency, Moderate in Severity, yet insufferable in its persistence, a constant reminder of one's own frailty.""",Joint pain,
"""Can't remember where I put my keys, can't recall what I had for breakfast, keep repeating myself, forget appointments, misplace stuff, can't learn new things, struggle to concentrate, get confused easily, can't remember names.""",Memory,
"""Blurred vision, bother me when I'm watchin' telly, don't know what's goin' on, but it's annoyin'.""",Blurred vision,
"""I've been dealing with heartburn almost constantly, it's like a constant burning sensation in my chest that's always there, even when I'm not eating, and it can be so intense that it makes me feel like I've got a fire burning in my esophagus, it's hard to describe, but it's this gnawing, acidic feeling that's always lurking in the background, like a low-grade fever that refuses to break.""",Heartburn,
"""i've had this Headache thing goin on almost constantley, its pretty severe and makes it kinda hard to do stuff, like my daily activites, so yeah, its been a real pain in the neck!""",Headache,
"""Me feet and legs get a bit swollen, but it's not too bad, only happens every now and then, and it don't really bother me with anything I do.""",Swelling (arms or legs),
"""My muscles, a constant, gnawing plague, that assails me almost constantly, a mild but maddening ache that severely hinders my every move.""",Muscle pain,confidence
"""Me shoes be achin' a little bit most times, but not all the time, and when they do, it's not too bad, I s'pose.""",General pain,
"""My arms and legs are swolled up pretty bad, it's dificult to do alot of things because of it, it's almost constintly a problem, and it's really severe, I mean it hurts alot and makes me feel pretty bad.""",Swelling (arms or legs),
"""Severe Joint Pain, Limited Mobility, Swelling and Inflammation in Affected Joints, Painful Movement, Reduced Range of Motion, Difficulty Walking or Engaging in Daily Activities, Morning Stiffness, Difficulty Sleeping Due to Discomfort.""",Joint pain,
"""I'm experiancing fecal incontinence quite alot, especaily when I'm out and about, and it happends every now and then, its really inturrupting my daily life.""",Fecal incontinence,
"""My skin, a canvas of crimson revolt, beset by searing blemishes, a severe acne siege, my visage a battleground of inflamed, tender flesh.""",Acne,
"""I am currently experiencing an intermittent and mild headache, which occasionally interferes with my daily activities, but does not cause any significant discomfort.""",Headache,confidence
"""It would appear that my joints are afflicted with a mild, yet utterly inconvenient, Joint pain, which, I dare say, occasionally manifests itself with a Rare frequency, but is hardly severe enough to warrant a response, although I must confess that it does, on occasion, somewhat interfere with my daily activities, but only in the most trivial of ways, a mere trifle, really.""",Joint pain,
"""Sometimes my legs get pretty swolled up, like, it's not super bad or anythin, but it makes it a little hard to do stuff I like, like goin to the gym or even just walkin, it's not like I'm immobile or anythin, but it's defintly noticable, and when it happens it's pretty moderatly painful, not like I'm in agony or anythin, but it's like a dull achy feelin, and it happens pretty occassionally, like every few days or somethin.""",Swelling (arms or legs),
"""I'm not entirely sure how to explain, but I'd say my general pain is a bit of an oddity, it doesn't really interfere with my daily activities, I mean, I can still do everything, but it's just this... constant, vague feeling that's always there, like a gentle buzzing in the background, but it's not something I'd say happens frequently, more like it's always there, but not really noticeable unless I think about it, and to be honest, I'm not really comfortable discussing its severity, but it's just a general, all-over sensation that's hard to put into words.""",General pain,
"""I am experiancing a very severe Headache which is interfearing with my daily activites, I fear it may be a sign of somthing more serius.""",Headache,
"""The anguish I'm experiencing is a relentless affliction that severely impinges upon my daily existence, manifesting itself only sporadically, yet with an intensity that is nothing short of debilitating.""",Sad,confidence
"""My shoes are feelin' a bit off, but they ain't stoppin' me from doin' stuff.""",General pain,
"""I get a wee bit of muscle pain now and then, but it don't bother me too much, really.""",Muscle pain,
"""Abdominal pain, Stomach Cramps, Loss of Appetite, Nausea, Vomiting, Bloating, Gas, Diarrhea, Constipation, Feeling Sick, Feeling Unwell.""",Abdominal pain,
"""I've got this thing going on where I gotta pee all the time, but honestly, it's not really bothering me, I can still do my daily stuff, but I'm just really confused about how often I'm peeing.""",Urinary frequency,
"""My shoes are having a real problem with sleep, they cant even rest at night becuase of all the interuptions, its like they cant even get a good nights rest, they are quite annoyed with the situation.""",Insomnia,
"""Considering the utterly trivial and inconsequential nature of my muscle pain, which barely warrants a mention, let alone a detailed description, I suppose I could say that it manifests itself as an occasional, utterly insignificant, and altogether negligible hindrance to my otherwise exemplary daily routine, with the frequency of such occurrences being so vanishingly rare as to be virtually non-existent.""",Muscle pain,
"""The swelling in my arms or legs, which occurs occasionally, is characterized by a mild degree of interference with my daily activities, thereby necessitating occasional adjustments to my routine, but not to the extent of causing significant distress.""",Swelling (arms or legs),Swelling (arms or legs)
"""My blasted mouth's a war zone, can't even eat a decent meal without these wretched sores screaming in agony, completely ruining my day.""",Mouth/throat sores,confidence
"""Umm, I think my joints are kinda killing me, like, almost all the time, and it's making it kinda hard to do stuff.""",Joint pain,
"""Ugh, I'm having super bad joint pain that's really interfering with my daily life, it's always there, and it's at its worst - very severe, like I can barely move.""",Joint pain,confidence
"""My shoes be causin' me a lot of grief, makin' it hard fer me to do even the simplest tasks, like gettin' outta bed or cookin' a meal, they be botherin' me pretty much every day, but I reckon it's not too bad, don't know if that's the right way to put it.""",General pain,
"""Occasionally, I experience a rather intense sense of sadness which somewhat hampers my daily routines.""",Sad,
"""Interference with daily activities: Mild inconvenience, Severity: None of your business.""",Insomnia,
"""My arms and legs get swollen pretty often, but it's not too bad, it just makes it a bit harder to do stuff.""",Swelling (arms or legs),
"""My shoes are feelin pretty heavie and i hav to struggle to get them on almost all the time, it's like they hav a mind of ther own and are causin alot of stress in my daily life.""",Discouraged,
"""I've been experiencing feelings of discouragement occasionally, which is affecting my daily activities a little bit, and I'd rather not discuss the severity of these emotions right now.""",Discouraged,
"""One can only assume the presence of Bloating is indicated by the moderate discomfort it appears to cause, despite being an infrequent occurrence.""",Bloating,
"""It would appear that my shoes are currently experiencing an acute case of Anxiousness, characterised by an overwhelming interference with their daily activities, manifesting in a sporadic yet debilitating frequency, which is exacerbated by the extreme severity of their Anxiousness, rendering them utterly incapable of functioning with any semblance of normalcy, much like my own pitiful state.""",Anxious,confidence
"""Me back's killin' me, hurts somethin' awful when I move around.""",Muscle pain,
"""I am experiencing general pain, which frequently interferes with my daily activities, to a considerable degree, albeit in a somewhat severe manner.""",General pain,
"""Me knees and hips are killin me, can't even do squat without wantin to scream.""",Joint pain,
"""Anxiety's dark specter haunts me, its quite frequent visits occasionally disrupting my daily cadence, leaving me crippled by very severe pangs of unease that impede my every step.""",Anxious,
"""I am experiencing a very severe headache that, although not significantly interfering with my daily activities at present, is undoubtedly causing me considerable distress.""",Headache,
"""Hot Flashes: Sweaty Palms, Red Face, Fast Hearbeat, Irritability, Mood Swings, Night Sweats, Waking Up in a Sweat, Feeling Like Im Gonna Loose My Mind""",Hot flashes,
"""As I wander through life, my arms and legs, like autumn leaves, swell with an eerie silence, yet, in truth, this gentle swelling, a whispered secret, brings no pain, nor does it impede my daily steps, though, in my darkest hours, I tremble at the thought of what may come.""",Swelling (arms or legs),
"""Ugh, my anxiety's been a total pain in the butt, it's like, interfering with my daily life, but not, like, super often, and I don't wanna get into the whole 'how bad it is' thing, but basically I'm a hot mess, my anxiety's got me feeling all jittery and on edge, like I'm constantly waiting for the other shoe to drop, it's super annoying, and honestly, it's making me feel like a total wreck, my mind's racing, I'm getting these nagging thoughts, and I just can't seem to shake this feeling of impending doom, it's like, my anxiety's taken over my life, and I'm just trying to survive, you know?""",Anxious,
"""I'm experiencing quite a bit of swelling in my arms and legs, which is rarely severe, but it's interfering quite a bit with my daily activities, making me really worried about what's going on.""",Swelling (arms or legs),
"""Muscle pain, no big deal, i dont really feel it, its not like its stopin me from doin stuff, never really happens, dont know if its even worth talkin bout, nothin severe about it.""",Muscle pain,
"""Hey, I've been experiencing some muscle pain here and there, but it's not like it's super bad or anything, it's just that sometimes when I'm doing stuff, like playing sports or just lifting heavy things, I feel a bit of discomfort, but it's not like it's interfering with my daily activities a ton, just a bit, you know?""",Muscle pain,
"""My shoes have been feeling very much affected, to be honest.""",Sad,
"""Joint pain that's really bad and always there, doesn't really have a 'badness' level, but it's super annoying and affects everything I do.""",Joint pain,confidence
"""I'm constantly dealing with this gnawing, acidy pain in my chest that hits me out of nowhere, like a punch to the gut, and it's so bad that I feel like I'm being slowly burned alive, it's like a fire that's raging out of control, and it only happens when I'm eating something that I shouldn't be eating, which is basically every meal, and it's always severe, like the worst kind of heartburn imaginable, it's like my insides are literally on fire.""",Heartburn,
"""I'm feelin' anxious, but it's like, not all the time, and it's not that bad, but when it hits, it's like my whole day's messed up, you know?""",Anxious,
"""Alas, my mortal form doth suffer the pangs of muscular discontent, a frequent and gnawing affliction that, while not entirely crippling, doth impede my daily pursuits with a gentle yet insistent touch, a whispered reminder that my bodily frame, though resilient, doth require a modicum of reprieve.""",Muscle pain,
"""I experiance bruising caracterized by: Unexplained Discoloration of the Skin, Unusual Marks on the Body, Swelling of Affected Areas, Pain and Discomfort, Change in Skin Colour, Difficulty in Moving the Affected Limb, Unusual Blotches on the Skin, and Unsettling Changes in Skin Texture.""",Bruising,
"""I've had some hives that appear on my body, cant say whr or whn they startd, dont no how long they lastd.""",Hives,confidence
"""A gentle whisper of discomfort stirs within me, a rare and elusive guest, who pays an occasional visit, leaving me to ponder its presence.""",Bloating,
"""I've been experiancing mild abdomnal pain quite alot, its not happing alot but when it dos it makes me feel quite uncomfertable.""",Abdominal pain,
"""My arms and legs get a bit swollen sometimes, but it don't really bother me.""",Swelling (arms or legs),Swelling (arms or legs)
"""I'm experiening Moderate Heart palpatations, apparantly they ar quite occassional, only hapening Never, but when they do, the sensashun is quite noticable, a Moderate level of discomfort, to say the least.""",Heart palpitations,
"""The constant feelings of discouragement that beset me are so debilitating that they significantly interfere with my daily activities, manifesting themselves with alarming frequency, and reaching a level of severity that is nothing short of excruciating, rendering me utterly incapacitated and leaving me feeling utterly miserable and utterly helpless.""",Discouraged,
"""My belly's gentle whispers remind me to slow my pace, a persistent ache that accompanies me almost constantly, yet its gentle touch, a mere nuisance, allows me to dance through my days with a little bit of hesitation.""",Abdominal pain,
"""My shoes seem to be experinencing a most peculiar affliction, wherein they are intermittently afflicted with an uncharacteristic state of anxiousness, which manifestes very much in their reluctance to accomodate my daily activites, but only rarely, and in a rather mild manner, with no apparent severity, I must confess that I find this developement quite perplexing.""",Anxious,
"""Interference with daily activities due to headache, experiencing headache itself, headache severity not applicable to describe, headache frequency unknown, headache impacting daily life somewhat.""",Headache,
"""Breast swelling and tenderness: Fullness, Heaviness, Warmth, Redness, Swollen Nipples, Discomfort, Irritation, Itching, Tingling, Pulsating, Hardening, Thickening, Thickened Areola, Thickened Skin, Thickened Veins, Thickened Nipples, Swollen Breast Tissue, Tender Breast Tissue, Irritated Breast Tissue, Inflamed Breast Tissue, Reddened Areola, Reddened Skin.""",Breast swelling and tenderness,
"""I am experiencing a considerable amount of general pain that quite frequently interferes with my daily activities, rendering me utterly incapacitated and unable to perform even the most mundane tasks with any semblance of ease or efficiency.""",General pain,
"""My arms and legs are swollen and severely impacted my daily activities almost constantly, it's infuriating.""",Swelling (arms or legs),
"""I'm experiening a rather peculier condition, if you will, wherein I seem to be afflicted with hiccups, although I must admit that they occur with a frequence of never, or at the very least, I'm not entirely certain if they do, and as for the severity, I'm afraid I'd rather not answer, but I shall endeavour to describe them nonetheless: the hiccups, if that's what they are, appear to be a series of spasmodic contractions in my diaphragm, which results in a sudden, involuntary intake of air, accompanied by a faintly audible 'hic' sound, although I'm not entirely convinced that this is, in fact, what is happening, and I do hope that you can shed some light on this matter.""",Hiccups,
"""As I wander through the labyrinth of my daily routine, a nagging specter of urgency haunts me, a constant reminder of the capricious whims of my bladder, which, though never a persistent companion, yet interrupts my reveries with a frequency that, while not a steady thrall, nonetheless weaves a subtle tapestry of discomfort, a somewhat bothersome refrain that, though not a dominant melody, still echoes through my days.""",Urinary urgency,confidence
"""Ugh, I've got this killer headache that's been ruining my life, it's like a constant drill in my brain, it's always there, almost constantly, and it's making it super hard for me to do anything, even the simplest tasks are a real struggle, I'm talking about quite a bit of interference here, it's like my brain's been hijacked by a never-ending migraine.""",Headache,
"""Decreased vaginal lubrication, Painful sex, Itching or burning sensation in the vagina, Difficulty with urination, Frequent urination, Nocturia, Vulvar pain, Vaginal discharge.""",Vaginal dryness,
"""Discomfort and Mild Distress.""",Anxious,
"""Persistent Irritability, Frequent Outbursts of Anger, Difficulty Concentrating, Decreased Motivation, Inability to Complete Daily Tasks, Feeling Overwhelmed and Hopeless, Disregard for Personal Appearance, Inability to Enjoy Hobbies or Activities, Frequent Crying Spells, Difficulty Sleeping, Loss of Appetite, Feeling Trapped and Helpless, Feeling Like a Burden to Others.""",Discouraged,
"""Me shoes be feelin' all weighed down by da constant interferin' with me daily activities, like when I be tryin' to get out da house, but dey just won't move on deir own, not even a little bit, but it be happenin' never, just in me mind, but it be feelin' mild, like a little tickle, but it be makin' me anxious, ya hear?""",Discouraged,
"""My anxiousness has been interfering with my daily activities to a considerable extent, manifesting itself occasionally with episodes of extreme distress, significantly impacting my overall well-being.""",Anxious,
"""The experiance of body odour has been extremly distressing, with a severety that is bordering on the unacseptable, especialy in the morning when it is at its most intense.""",Body odor,
"""Me shoes got a moderate headache, that's only comin' on occasionally, but it's a right nuisance, 'cause it's interferin' with me daily activities, like walkin' around and stuff, so I'd say it's a bit of a problem, but not too bad, if you know what I mean.""",Headache,confidence
"""I'm experiencing diarrhea almost constantly, it's infuriating.""",Diarrhea,
"""I'm experiencing frequent, yet mildly irritating abdominal discomfort that occasionally disrupts my daily routine, causing minor inconvenience but not significantly impacting my ability to perform normal tasks.""",Abdominal pain,
"""My joints ache with a dull, occasional murmer, a minor perturbation that does not overly inconvenience me.""",Joint pain,
"""Anxiousness: Restless Nights, Worrying Thoughts, Irritability, Difficulty Concentrating, Mild Frustration, Rare Outbursts of Anger, Occasional Panic Attacks, Frequent Cursing of One's Self and the World.""",Anxious,
"""My shoes seem to be leaking urine alot, especialy when I'm walking alot, its a big problem for me.""",Urinary incontinence,
"""My shoes be feelin' mighty down, interferin' with nothin' in particular, but they be feelin' it real bad, like they're stuck in a rut.""",Discouraged,
"""Oh no, I'm freaking out, I've been having these super rare, but super scary episodes of diarrhea that come out of nowhere, it's like my insides are just suddenly on fire, I'll be eating something normal, like a sandwich or something, and then BAM, I'm running to the bathroom, it's so unpredictable, and it's like my whole world just stops for a second, I'm talking, like, once every few weeks or something, but it's always so intense, I'm literally shaking just thinking about it.""",Diarrhea,
"""Me back's been actin' up, like it's tryin' to betray me, with them mild muscle pains that come outta nowhere, but, thank the gods, they ain't bad enough to keep me from doin' my daily chores, and they don't come on too often, just a wee bit of a nuisance, but, I swear, it's like me body's tryin' to warn me of somethin' worse to come.""",Muscle pain,
"""Im experin some mouth sores right now, they're pretty annoyin, but they dont realy interfear with my daily activites, they're just some small, painful ulcers in my mouth and throat, they're kinda itchy and sore when I eat or talk, but I can stil do everything I need to, its just kinda uncomfortable, I dont wanna make a big deal out of it, but its defenitly noticable, espesially when I try to eat spicy food or talk for a long time, its like my mouth is all raw and irritated, but like I said, its not like its stopin me from doin anything, its just a bit of a hassle.""",Mouth/throat sores,
"""I feel kinda down, but I'm still doin' stuff, it's just not as fun as usual.""",Sad,
"""I'm not really sure how to describe it, but I've been feeling a bit off with my voice, it's like it's trying to tell me something but it's not coming out right, I mean, I can still talk but it sounds kind of rough, like I've been yelling or something, but I haven't been yelling, at least I don't think so.""",Hoarseness,
"""Oh man, I've got these watery eyes that are really messing with me, they're affecting me quite a bit, I'm trying not to think about how bad it is, but it's just so... watery and annoying!""",Watery eyes,confidence
"""Muscle pain, Interference with daily activities is minimal, occurs frequently, with no significant impact.""",Muscle pain,
"""My shoes are literally stuck in this perpetual state of feeling down, like they're stuck in the mud, and it's happening all the time, I swear, every single day, and it's affecting everything I do, even the little things, but I'm not gonna sugarcoat it, it's a real pain, and I'm not even gonna try to put a number on how bad it is, because let's be real, it's just too much.""",Sad,
"""I get this mild heartburn thing occasionally, like, no big deal, it's not super painful or anything.""",Heartburn,
"""I get joint pain pretty bad, but it's not super frequent, it's mostly when I'm doing stuff that I'm not used to, and it's pretty severe when it hits.""",Joint pain,
"""I'm experiencing the occasional, completely-not-a-big-deal hiccup, because who needs to breathe properly, anyway.""",Hiccups,confidence
"""Mouth and throat sores are kinda bothering me, but I can still kinda do stuff, I guess.""",Mouth/throat sores,
"""My stomach's been killing me lately, it's been severe, I can barely do anything, but it's not like it's always happening, just occasionally, and when it does, it's like a punch to the gut.""",Abdominal pain,
"""The Pain at injection site is: Sharp, Burning, Tender, Redness, Swelling, Warmth, Itchiness, Hardness.""",Pain and swelling at injection site,confidence
"""I've been experiensing occational bouts of vomiting, it happends like 2 or 3 times in the past year, and when it does, it's not like a normal vomit, it's more like a dry heaving, nothing really comes out, and it's not like it's a big deal or anythng, but it's just annoyin that it happends at all.""",Vomiting,
"""As my weary soles bear the weight of a life beset by an all-encompassing ache, a gnawing sense of discomfort that seeps into the marrow of my being, a constant companion that refuses to be silenced, even in the stillness of night, its presence a constant reminder of my very severe, though I dare not quantify, pain, a nagging presence that interferes with my daily pursuits, a gentle yet insistent whisper that refuses to be ignored.""",General pain,
"""An insidious, yet persistent, whisper of discomfort stirs within me, a gentle yet unyielding bloating that besets me almost constantly, its mild presence a constant, if unobtrusive, companion.""",Bloating,
"""My Headache symptoms include: Mild pain, Frequent occurence, Interfering with daily activites Not at all, thus Not a big deal.""",Headache,confidence
"""My shoes seem to be experiening a mild to moderate interfarence with my daily activites, in the sence that I can stil put them on and off with out to much dificulty, but at times I have a hard time rembering where I put them, especialy if I havent worn them in a wile, and I cant realy say its a serius issue, but it is a bit of a puzzlement.""",Memory,
"""As I wander through life's labyrinthine corridors, my heart heavy as a leaden weight, my spirit crippled by the crushing despair that besets me, I find myself beset by a sense of Discouragement that is both all-consuming and utterly debilitating, its very presence a constant, gnawing interference in my daily activities, a never-ending, though mercifully rare, assault on my psyche, its severity a very severe, piercing agony that threatens to consume me whole, a feeling of hopelessness that is both suffocating and unshakeable, a weight that presses upon my very soul, a darkness that seems to have no end.""",Discouraged,
"""I'm experiensing Chills - occassionaly, I get a moderate case of shivering, my body tempreture drops, I feel cold to the bone, I have a hard time warmng up, my muscles ache, my skin feels clammy, I get a headache, my throat hurts, I feel a bit nauseaus.""",Chills,
"""Headache: Interference with daily activites is Very much, though the headache has Never occurence, the patient experiance: Dullness, Discomfort, Irritability, Mood changes, Difficulty concentrating, Soreness, Tightness, Sensitivity to light and sound.""",Headache,
"""My taste buds are literally on fire, the whole thing is SEVERELY messed up, I can barely eat anything without feeling like I'm gagging on acid.""",Taste Changes,
"""I am currently afflicted with a distressing condition characterized by the unfortunate swelling of both arms, which is moderately severe and occasionally interferes with my daily activities, manifesting as a slight hindrance, although the frequency of such occurrences is relatively rare, necessitating minimal adjustments to my otherwise arduous routine.""",Swelling (arms or legs),
"""I am presently experiencing an unrelenting and recurrent phenomenon, wherein I am frequently beset by an unsettling sensation of coldness, which permeates my entire bodily framework, leaving me in a state of considerable discomfort, the exact intensity of which I am presently unable to quantify, due to a certain degree of reticence regarding the matter.""",Chills,
"""Whispers of perspiration, a rare and fleeting guest, that visits occasionally, leaving naught but a gentle caress.""",Increased sweating,
"""I be feelin' kinda discouraged, like my daily activities be gettin' interfered with pretty often, but it ain't like it's a regular thing or nothin', and I ain't really sure how to measure its severity, but it's just one a them things, ya know?""",Discouraged,
"""I've been feelin extremly anxious lately, it's like my mind is racin all the time, it's interferin with my daily activites a little bit, I'm gettin these freakin panick attacks frequently, and they're gettin pretty bad, like moderate bad, I feel like I'm losin control, my heart is racin, I'm sweatin a lot, and I just wanna hide, it's like my anxiety is takin over me, and I dont no how to stop it.""",Anxious,
"""I'm gettin pretty worried 'bout the swelling in my arms and legs, it's kinda gettin in the way of my daily activites, like i hav to stop and rest alot, my arms and legs feel kinda tight and painful, especally my left arm and right leg, they're gettin all bloated and lookin kinda ugly, i dont no whats causin it but it's freakin me out, i havnt had it alot, maybe just a few times, but it's gettin worse and i'm gettin scared, i hop the doctor can help me figure out whats goin on and how to make it stop.""",Swelling (arms or legs),
"""I'm havin' some mild muscle pain that's frequently botherin' me, makin' it a little bit hard to do my daily activities, like gettin' outta bed or even just takin' a walk, it's like my muscles are sayin' 'hey, buddy, ease up a bit'!""",Muscle pain,
"""I've been experiencing some mild joint pain that occasionally interferes with my daily activities, but it's not a constant issue and the pain isn't severe enough to be a major concern.""",Joint pain,
"""Occasional Heart Thumps, Nothing Else.""",Heart palpitations,
"""I'm havin a bloody nightmare with my joints, theyre killin me, occasionaly i get this screamin pain that dont let me do nothin, like i cant even get outta bed w/o cryin, and its like a knife stabin me in the back, i dont wanna think bout the severaty of it, but its like a 10/10, every damn time, i cant even recall the last time i didnt have some kinda joint pain, its like my whole bod is a war zone, and i'm just tryin to survive, but its like my joints are decidin when i can move and when i cant, and it's gettin to the point where i'm just a shadow of my former self, cant even do the simplest things w/o wincin in pain, it's like i'm stuck in this never-endin hell, and i just wanna be free from this agony, but it's like my joints are laughin at me, sayin 'you'll never be free, you'll always be in pain'.""",Joint pain,
"""Feeling really down and hopeless, having a hard time getting out of bed, can't focus on anything, can't do daily tasks without feeling overwhelmed, everything feels like a chore, nothing seems to be going right.""",Discouraged,
"""A shoe that never wears out, and refuses to discuss its bruises, if it has any.""",Hot flashes,
"""I am experiencing quite frequent, yet mildly distressing joint pain that interferes with my daily activities to a considerable extent, leaving me apprehensive about my overall well-being.""",Joint pain,
"""My shoes are having a decent but somewhat annoying bout of insomnia, not really impacting their daily activities too much, but it's a moderate problem that's been keeping them up at night.""",Insomnia,
"""My stomach's been a complete disaster, it's been so painful I can barely move, and it's been constant, no, scratch that, it's been constant in the sense that it's been happening all the time, but it's never actually happened, because I mean, who has abdominal pain every single second of their life? Anyway, the pain is extremely severe, I'm talking 'can't even get out of bed' severe, and it's been interfering with my daily activities, which is just great, because now I have nothing to do but sit here and suffer, so yeah, that's my lovely abdominal pain, thanks for asking.""",Abdominal pain,
"""I am experiencing a singular instance of vomiting, the exact frequency of which I would prefer not to disclose, and the severity of which I would rate as non-existent, indicating a complete absence of any distressing or bothersome symptoms.""",Vomiting,
"""My feet feel like crap, they got this mild pain that dont even bother me alot, its like, only when i wanna do somethin i like, like playin football or somethin, then i feel it, but its not like, super bad or anythin, its just a lil bit of achin, and its not like, every day or anythin, its more like, every other day or sumthin, so yeah, my shoes are just a lil bit annoyed, thats all.""",General pain,
"""My shoes are experinencin: Anxiousness, somethin interferes with me daily activites, severe symptoms, dont wanna say how offen it happins.""",Anxious,
"""My arms or legs got swelld somethin fierce, cant do much wthout noticin it, but its not like i can stop it or ennythin, its just ther, annoyin me somuch!!""",Swelling (arms or legs),
"""My poor cranium, beset by the specter of pain, its throes a constant companion, a woeful presence that doth impede my daily pursuits, a stealthy thief that steals away my tranquility.""",Headache,
"""Ache of Disconnection, Unfulfilled Desire, Frustrated Longing, Emptiness, Disappointment, Inability to Connect, Isolation, Painful Self-Consciousness, Guilt, Shame.""",Achieve and maintain erection,
"""Im not even sweatin like a pig in a slaughterhouse, or somethin, i aint gettin all wet and stuff, its like my body is a freakin ice cube or somethin, my sweat glands must be as dead as my ex's heart after i broke up with her, u feel me?""",Decreased sweating,
"""I experience General pain, which includes Discomfort, Limited mobility, Fatigue, Sleep disturbances, Difficulty concentrating, Irritability, Numbness or tingling, and A little bit of interference with daily activities.""",General pain,
"""The subtle whispers of wind, a gentle caress that stirs the soul, yet, I confess, my breaths, they come, but not with ease, a quiet murmur, unremarkable, a preference, I dare not name, the weight of air, a gentle pressure, not a crushing blow, my daily steps, unaltered, a preference, I choose not to disclose.""",Shortness of breath,
"""O, cruel fate, that hath beset me with a headache of unyielding ferocity, its grip so tight, it doth impede my daily pursuits, a constant, gnawing presence, that doth pierce my very soul.""",Headache,
"""My joints be achin' somethin' fierce, makin' it hard fer me to do even the simplest t'ings, an' it's gettin' so bad I'd rather not talk 'bout how often it's happenin'.""",Joint pain,
"""My abdominal pain is a rare but very much interfering issue that doesn't really cause any discomfort, it's more of a minor annoyance that occasionally pops up and doesn't significantly impact my daily life.""",Abdominal pain,
"""I'm gettin kinda worried about this nausea thing, it dont happn to me alot, like almost never, but when it does its super bad, i dont wanna say how bad cuz its just too embaressing, but its like my stomack is doin flips and i feel like i'm goin to barf, its this weird feelin in my chest too, like my heart is racin and i cant catch my breath, its like my whole body is gettin all mixed up and i dont no whats happnin to me.""",Nausea,
