,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
90,['Scleral disorder'],"""I dont want to be on this table, but I am, and my eyes are all blurry and my vision is geting worse, I cant see anythin, its like a fog, its like my eyes are being pulled in, its very bad, I cant even see my own face, its like a mirror, I dont know if its just me or if its something else, I am so frustrated, I cant even focus on my own problems, I cant even see my own problems, I am so angry, I am so frustrated, I am so..."".",Neutral/Standard Register,Insulting,5,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Scleral disorder. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline); limiting instrumental ADL']. The patient speaks in Neutral/Standard Register and uses a Insulting tone. The description should be very detailed and comprehensive. The patient should explicitly mention all symptoms they have, specifically: Scleral disorder. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
91,['Uveitis'],"""I am consumed by a burning sensation in my eyes, a feeling of intense heat that radiates from my cornea to my orbit, a persistent feeling of a dull ache that lingers in the back of my eye.""",Poetic/Literary Register,Confused,4,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Uveitis. The symptoms are graded on a scale of ['Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Anterior uveitis with trace cells']. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should be detailed and thorough. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
92,['Vision decreased'],"The patient says, ""I cant see nothin! My vision is gone and its so bad, its like I cant even see the doctor. My best corsected vision is 20/40 and thats only 3 lines or less decreased. Its like 2 or 3. I cant even see the furniture in my room, its like I cant even see the wall. I cant even see the door. I cant even see the bed. Its like I cant even see the wall. I cant even see the bed. I cant even see the wall. I cant even see the bed. Its like I cant even see the wall.""",Formal Register,Angry,2,False,True,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vision decreased. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline)']. The patient speaks in Formal Register and uses a Angry tone. The description should be brief with some basic details. The patient should explicitly mention all symptoms they have, specifically: Vision decreased. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
93,['Vitreous hemorrhage'],"""I have a huge, bloody, red, purple, and black hole in the center of my eye.""",Neutral/Standard Register,Insulting,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Vitreous hemorrhage. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Neutral/Standard Register and uses a Insulting tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
94,"['Watering eyes', 'Olfactory nerve disorder', 'Unequal limb length', 'Ovarian hemorrhage']","""I dont no wht its causin me, but its makin me watr my eyes all the time, and its makin me stink like a skunk, and its makin me feel like i got a bad case of the flu, and its makin me feel like im losin my ovaries, and im losin my leg, and im losin my brain, and im losin my insides, and im losin my soul, and im losin my body, and im losin my mind, and im losin my heart, and im losin my life!""",Neutral/Standard Register,Fearful,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Watering eyes, Olfactory nerve disorder, Unequal limb length, Ovarian hemorrhage. The patient speaks in Neutral/Standard Register and uses a Fearful tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
95,['Abdominal distension'],"""My stomach's been distending like a balloon, mate, and it's gettin' tighter by the minute.""",Vulgar Register,Neutral,1,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Abdominal distension. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Vulgar Register and uses a Neutral tone. The description should be very brief with minimal details. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
96,"['Abdominal pain', 'Sinus bradycardia']","""I feel like I'm dying in here, my stomach is on fire and my sinuses are blowing their top!""",Informal Register,Angry,2,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Abdominal pain, Sinus bradycardia. The patient speaks in Informal Register and uses a Angry tone. The description should be brief with some basic details. The patient should explicitly mention all symptoms they have, specifically: Abdominal pain, Sinus bradycardia. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
97,['Anal fissure'],"""I feel like I'm going to die, not just from the pain but from the fact that I have to deal with this stupid fissure again, and I'm not even a doctor, I'm a patient, and I don't know how to treat myself, I'm a mess, I'm a disaster, I'm a ticking time bomb of bleeding and pain and I'm going to bleed and I'm going to bleed and I'm going to bleed, and I'm not even a doctor, I'm a mess, I'm a disaster, I'm a ticking time bomb of bleeding and pain and I'm going to bleed, and I'm not even a doctor, I'm a mess, I'm a disaster, I'm a ticking time bomb of bleeding and pain and I'm going to bleed, and I'm not even a doctor, I'm a mess, I'm a disaster, I'm a ticking time bomb of bleeding and pain and I'm going to bleed, and I'm not even a doctor, I'm a mess, I'm a disaster, I'm a ticking time bomb of bleeding and pain and I'm going to bleed, and I'm not even a doctor, I'm a mess, I'm a disaster, I'm a ticking time bomb of bleeding and pain and I'm going to bleed, and I'm not even a doctor, I'm a mess, I'm a disaster, I'm a ticking time bomb of bleeding and pain and I'm going",Informal Register,Insulting,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal fissure. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Invasive intervention indicated']. The patient speaks in Informal Register and uses a Insulting tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
98,['Anal fistula'],"""I hav a anal fistula, its goin to the outside of my body""",Neutral/Standard Register,Neutral,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal fistula. The patient speaks in Neutral/Standard Register and uses a Neutral tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
99,"['Anal hemorrhage', 'Esophagitis']","""I've been bleeding out of my bottom for a week now, and it's getting worse, I've got a nasty sores all over my bum and I've been feeling nauseous too, my stomach is churning and I'm getting sick, I'm vomiting and I don't know what to do, I'm so fed up with this pain, I just want it to stop, I'm in agony, my mouth is on fire, I've got this awful sores all over my throat too, I'm going crazy, I need some serious help, I'm not a patient, I'm a prisoner, I need a cure, I need a miracle, I'm dying over here, I'm so sick, I just want it to be over, I'm so tired, I'm so sick, I need a doctor, I need a real doctor, not some quack, not some fake, not some charlatan, I need a real doctor, not some fake, not some charlatan, I need a real doctor, not some quack, not some fake, not some charlatan, I need a real doctor, not some quack, not some fake, not some charlatan, I need a real doctor, not some quack, not some fake, not some charlatan, I need a real doctor, not some quack, not some fake, not some charlatan, I need a real doctor, not some quack",Informal Register,Insulting,3,True,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Anal hemorrhage, Esophagitis. The patient speaks in Informal Register and uses a Insulting tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly.Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
