,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
603," ""I can't even get out of bed in the morning because I'm so depressed.""",Sad,Interference (with daily activities),Very much,Informal Register,Angry,3,False,False,False
604," ""I am so sad, it is like a dark cloud that follows me everywhere I go, it is so overwhelming that I feel like I am drowning in it.""",Sad,Frequency,Almost constantly,Poetic/Literary Register,Fearful,2,False,False,True
605," ""I feel sad all the time and I don't have the energy to do anything.""",Sad,Frequency,Not sexually active,Neutral/Standard Register,Neutral,4,False,False,True
606," ""I am feeling very sad and depressed lately. I do not know what is wrong with me. I have been feeling this way for a while now and I do not know how to stop it. I have tried to talk to my friends and family about how I am feeling but they do not seem to understand. I feel like I am all alone in this world. I do not know what to do.""",Sad,Frequency,Prefer not to answer,Formal Register,Confused,5,False,False,True
607," ""I feel sad all the time, I don't know why I'm always crying, I'm scared of what's going on in my body, I'm scared of what's going to happen to me, I'm scared of dying, I'm scared of being alone, I'm scared of being hurt, I'm scared of being rejected, I'm scared of being abandoned, I'm scared of being forgotten, I'm scared of being ignored, I'm scared of being criticized, I'm scared of being judged, I'm scared of being blamed, I'm scared of being punished, I'm scared of being hurt, I'm scared of being killed, I'm scared of being mugged, I'm scared of being raped, I'm scared of being murdered, I'm scared of being kidnapped, I'm scared of being tortured, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed, I'm scared of being killed",Sad,Frequency,Occasionally,Informal Register,Fearful,4,True,False,True
608," ""My heart is a heavy stone that sinks to the bottom of a dark ocean.""",Sad,Frequency,Frequently,Poetic/Literary Register,Neutral,2,False,True,False
609," ""I feel so sad all the time, it's like my heart is always breaking, and I can't even cry anymore, I'm so sick of feeling this way.""",Sad,Frequency,Never,Informal Register,Insulting,2,False,False,True
610," ""I have been feeling very sad lately, and it is affecting my daily life. I wake up in the morning feeling very down, and I do not have the motivation to do anything. I have been crying a lot, and I feel like I am losing control of my emotions. I am worried that this sadness will never go away.""",Sad,Frequency,Rarely,Formal Register,Fearful,5,False,True,True
611," ""I feel very sad.""",Sad,Severity,Very severe,Neutral/Standard Register,Neutral,1,False,False,False
612," ""i feel sad all the time and i dont know why""",Sad,Severity,Not sexually active,Informal Register,Confused,2,False,True,True
613," ""I'm feelin sad all the time, doc.""",Sad,Severity,Prefer not to answer,Vulgar Register,Friendly,1,False,True,True
614," ""I feels like im all sad and down all the time and cant stop cryin and i dont no why""",Sad,Severity,None,Vulgar Register,Confused,3,False,False,True
615," ""I feel sad all the time and I don't know why.""",Sad,Severity,Not applicable,Neutral/Standard Register,Confused,3,False,False,True
616," ""I am so sad that my heart feels like it is breaking into a million pieces.""",Sad,Severity,Moderate,Poetic/Literary Register,Confused,4,False,True,True
617," ""I feel so sad all the time, it's like a dark cloud is following me around. I'm always tired and weak, and my skin looks pale. I get out of breath easily, and I feel dizzy and lightheaded. My heart beats irregularly, and I get chest pains. My hands and feet are always cold, and I get headaches all the time.""",Sad,Severity,Mild,Poetic/Literary Register,Confused,4,True,False,True
618," ""I feel so sad all the time.""",Sad,Severity,Severe,Informal Register,Neutral,1,False,False,True
619," ""I have noticed that the color of my urine has changed recently.""",Change in usual urine color,Presence/Absence,Not sexually active,Formal Register,Confused,3,False,False,False
620," ""My wee wee is turning a shade of orangey yellow, what in the world is happening to my insides?""",Change in usual urine color,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Confused,1,False,True,True
621," ""I've noticed that my urine color has been darker than usual lately.""",Change in usual urine color,Presence/Absence,Not applicable,Neutral/Standard Register,Friendly,4,False,False,True
622," ""I can't believe this shit, I woke up this mornin and my piss was all bloody and brown. What the hell is goin on with my body, I'm startin to freak the fuck out.""",Change in usual urine color,Presence/Absence,No,Vulgar Register,Angry,5,False,False,True
623," ""I've noticed that my wee wee is a wee bit darker than usual, like a tea colour.""",Change in usual urine color,Presence/Absence,Yes,Informal Register,Friendly,5,False,True,True
624," ""I'm so sick of this bloody vagina bleeding every month, it's like I'm a bloody tampon or something, I swear I'm not even having sex, I'm not even having a bloody kiss, I'm not even having a bloody hug, I'm not even having a bloody conversation, I'm not even having a bloody laugh, I'm not even having a bloody smile, I'm not even having a bloody thought, I'm not even having a bloody dream, I'm not even having a bloody hope, I'm not even having a bloody wish, I'm not even having a bloody prayer, I'm not even having a bloody tear, I'm not even having a bloody cry, I'm not even having a bloody laugh, I'm not even having a bloody joke, I'm not even having a bloody story, I'm not even having a bloody song, I'm not even having a bloody poem, I'm not even having a bloody dance, I'm not even having a bloody kiss, I'm not even having a bloody hug, I'm not even having a bloody conversation, I'm not even having a bloody laugh, I'm not even having a bloody smile, I'm not even having a bloody thought, I'm not even having a bloody dream, I'm not even having a bloody hope, I'm not even having a bloody wish, I'm not even having a bloody prayer, I'm not even having a bloody tear, I'm not even having",Irregular periods/vaginal bleeding,Presence/Absence,Not sexually active,Informal Register,Insulting,5,False,False,True
625," ""I've been having really bad cramps and heavy bleeding for the past few months. It's been really frustrating because I've tried to talk to my doctor about it but she just brushes me off and tells me it's just PMS.""",Irregular periods/vaginal bleeding,Presence/Absence,Prefer not to answer,Neutral/Standard Register,Angry,3,False,False,False
626," ""I've been having these irregular periods for months now, and it's really pissing me off. I mean, I'm not even getting my periods on time, and when I do, it's like a bloody flood. I'm so sick of having to deal with this shit.""",Irregular periods/vaginal bleeding,Presence/Absence,Not applicable,Neutral/Standard Register,Insulting,2,False,False,True
627," ""I've been having really bad cramps and bleeding for months now, but it's not like a normal period. It's really heavy and I can bleed for like 2 weeks at a time.""",Irregular periods/vaginal bleeding,Presence/Absence,No,Informal Register,Confused,4,False,False,False
628," ""I have been experiencing irregular periods for the past year or so, and I have noticed that my vaginal bleeding has become heavier and more frequent.""",Irregular periods/vaginal bleeding,Presence/Absence,Yes,Formal Register,Fearful,4,False,False,True
629," ""I'm so angry I missed my period, I'm not sexually active!""",Missed expected menstrual period,Presence/Absence,Not sexually active,Informal Register,Angry,1,False,False,False
630," ""I'm late on my period again. I'm so sick of being late. It's not like I'm trying to be late or anything. I'm just so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of being late. I'm so sick of",Missed expected menstrual period,Presence/Absence,Prefer not to answer,Neutral/Standard Register,Insulting,3,False,False,False
631," ""I'm missin' me period, an' I'm shakin' like a leaf. I'm so scared I might be preggers.""",Missed expected menstrual period,Presence/Absence,Not applicable,Vulgar Register,Fearful,2,False,False,True
632," ""I have not had a menstrual period for the past three weeks, but I have not been able to determine whether this is due to pregnancy or not.""",Missed expected menstrual period,Presence/Absence,No,Formal Register,Confused,5,False,True,False
633," ""My periods have been absent for three months now, and I have been feeling extremely fatigued and weak.""",Missed expected menstrual period,Presence/Absence,Yes,Poetic/Literary Register,Neutral,4,False,False,False
634," ""I have been experiencing painful urination for the past three days. The pain is very severe and starts as soon as I try to urinate.""",Painful urination,Severity,Very severe,Formal Register,Neutral,3,False,False,False
635," ""I have been experiencing painful urination for the past week. The pain is severe enough to wake me up at night. The urine color is dark and the amount of urine I pass is reduced.""",Painful urination,Severity,Not sexually active,Formal Register,Neutral,3,True,False,False
636," ""I am shocked to discover that I have developed such an embarrassing condition. My urine is so bloody that it looks like I have hemorrhaged. I am mortified that I must describe this to a medical professional.""",Painful urination,Severity,Prefer not to answer,Formal Register,Insulting,3,False,False,True
637," ""I'm so scared to pee, it hurts so much when I do.""",Painful urination,Severity,None,Informal Register,Fearful,4,False,False,False
638," ""I have been experiencing painful urination for the past few days. The pain is severe and I am worried that there might be something wrong with my bladder.""",Painful urination,Severity,Not applicable,Formal Register,Fearful,4,False,False,False
639," ""I am experiencing excruciating pain while urinating, you incompetent fool. It is as if my bladder is being ripped apart by a pack of wild dogs. I can feel the urine coursing through my urethra like a raging river, and it is absolutely agonizing. I can barely stand up straight, and I feel as though I am going to collapse at any moment. This is absolutely unacceptable, and I demand that you do something to alleviate this suffering immediately.""",Painful urination,Severity,Moderate,Formal Register,Insulting,5,False,False,True
640," ""Oh dear, I have been feeling so poorly lately. I have been experiencing this excruciating pain when I urinate. It is as if my bladder is on fire and I have to stop mid-stream and run to the bathroom to relieve myself. It is so embarrassing and I feel so ashamed. I hope I can get better soon.""",Painful urination,Severity,Mild,Poetic/Literary Register,Friendly,3,True,False,True
641," ""I been having this really bad pain when I pee, it hurts so much that I cry.""",Painful urination,Severity,Severe,Informal Register,Confused,4,False,True,True
642," ""I cant stop peeing, its like im always thirsty and i cant hold it in.""",Urinary frequency,Interference (with daily activities),Not at all,Informal Register,Confused,1,False,False,True
643," ""I been goin to the bathroom so much lately, I gotta get up in the middle of the night to take a piss, and I cant sleep good no more.""",Urinary frequency,Interference (with daily activities),A little bit,Vulgar Register,Friendly,4,False,False,True
644," ""My urine is dark and cloudy, and I have to urinate more often than usual, even if I drink less water. I feel like I have to rush to the bathroom, and I often have to get up at night to urinate. I feel like I have a full bladder all the time, and it's uncomfortable. I'm worried that I might have a urinary tract infection, but I'm not sure.""",Urinary frequency,Interference (with daily activities),Somewhat,Poetic/Literary Register,Confused,3,True,False,False
645," ""My bladder is a ticking time bomb, ready to explode at any moment, and I'm stuck with this constant urge to pee, quite frankly, it's a real pain in the ass.""",Urinary frequency,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Insulting,1,False,False,True
646," ""I have been feeling the need to urinate so often that I have been getting up every hour or so during the night, and even during the day I find myself running to the bathroom every time I hear the sound of running water.""",Urinary frequency,Interference (with daily activities),Very much,Poetic/Literary Register,Neutral,5,False,False,True
647," ""Oh my god, I feel like I gotta pee all the time, like every hour or so, and it's so scary, I'm afraid I'll wet myself!""",Urinary frequency,Frequency,Almost constantly,Poetic/Literary Register,Fearful,1,False,False,True
648," ""I have to pee really often, but I'm not sexually active.""",Urinary frequency,Frequency,Not sexually active,Neutral/Standard Register,Confused,1,True,False,True
649," ""I can't believe I have to keep running to the bathroom, it's so annoying. I mean, I'm not peeing that much, but I just can't stop going. It's like my bladder is trying to kill me.""",Urinary frequency,Frequency,Prefer not to answer,Neutral/Standard Register,Insulting,4,False,False,True
650," ""I've been peeing every hour or so for the past few days. It's not like I'm going crazy or anything, but it's getting a bit annoying.""",Urinary frequency,Frequency,Occasionally,Vulgar Register,Friendly,3,False,False,False
651," ""I have been urinating more frequently than usual.""",Urinary frequency,Frequency,Frequently,Formal Register,Neutral,3,False,False,False
652," ""I have been urinating more frequently than usual, approximately 10 times a day, which is a lot more than the usual 4 times a day.""",Urinary frequency,Frequency,Never,Formal Register,Friendly,5,False,False,True
653," ""I gotta pee every 10 minutes or so. It's really annoying.""",Urinary frequency,Frequency,Rarely,Vulgar Register,Angry,1,True,False,False
654," ""I cant even sleep at night because I keep having accidents in my bed.""",Urinary incontinence,Interference (with daily activities),Not at all,Neutral/Standard Register,Fearful,2,False,False,True
655," ""I can't stop peeing myself, it's like I got a leaky faucet in my bladder.""",Urinary incontinence,Interference (with daily activities),A little bit,Vulgar Register,Friendly,4,False,False,False
656," ""I cant stop peeing myself when I sneeze or cough.""",Urinary incontinence,Interference (with daily activities),Somewhat,Neutral/Standard Register,Confused,3,False,False,True
657," ""I'm so embarrassed when I have an accident. I try to hold it in but I just can't. I'm always worried that it will happen again.""",Urinary incontinence,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Fearful,4,False,False,False
658," ""I have trouble controlling my bladder. I feel the urge to pee all the time and I can't hold it in. I have to go to the bathroom every hour or so. I also have trouble sleeping because I have to get up so often to pee.""",Urinary incontinence,Interference (with daily activities),Very much,Informal Register,Neutral,3,True,False,False
659," ""I cant stop peeing myself, its like my bladder dont work properly anymore, and its so embarrasing when it happens in public""",Urinary incontinence,Frequency,Almost constantly,Informal Register,Friendly,5,False,False,True
660," ""I have been experiencing urinary incontinence for the past month.""",Urinary incontinence,Frequency,Not sexually active,Formal Register,Friendly,1,False,False,False
661," ""Oh, my bladder is weeping tears of sorrow, as I feel the sudden urge to urinate, and I cannot hold it in, for my bladder is as weak as a kitten.""",Urinary incontinence,Frequency,Prefer not to answer,Poetic/Literary Register,Confused,4,False,False,True
662," ""I can't stop shittin' myself, doc. It's like I'm a wee baby again, and I can't control me own bladder.""",Urinary incontinence,Frequency,Occasionally,Vulgar Register,Friendly,3,False,False,False
663," ""I can't hold my piss no more, doc. I'm always wetting myself, even when I don't wanna.""",Urinary incontinence,Frequency,Frequently,Vulgar Register,Neutral,3,False,False,False
664," ""I can't stop shittin' myself, doc. I mean, I can't stop pissin' myself neither. I can't control it no more. It's like my bladder and bowels are runnin' the show now. I'm scared, doc. I'm really scared.""",Urinary incontinence,Frequency,Never,Vulgar Register,Neutral,5,False,False,True
665," ""I have been having trouble holding my urine for the past month or so. I will suddenly feel the urge to urinate and I won't be able to hold it in. It usually happens when I'm walking or standing up. I have tried to hold it in but I end up wetting myself. It's really embarrassing and I'm worried that it's going to happen in public.""",Urinary incontinence,Frequency,Rarely,Neutral/Standard Register,Friendly,5,False,False,False
666," ""I'm always worried that I might not make it to the bathroom in time.""",Urinary urgency,Interference (with daily activities),Not at all,Informal Register,Fearful,5,False,False,False
667," ""I cant hold my wee for long""",Urinary urgency,Interference (with daily activities),A little bit,Informal Register,Neutral,1,False,False,True
668," ""I have this sudden need to pee all the time, but I'm not sure if I really need to go or not.""",Urinary urgency,Interference (with daily activities),Somewhat,Neutral/Standard Register,Confused,2,False,True,False
669," ""I am unable to control my bladder and I have to rush to the bathroom quite often, which is quite embarrassing, and I am also unable to sleep at night because I have to get up so often to urinate.""",Urinary urgency,Interference (with daily activities),Quite a bit,Formal Register,Insulting,4,False,False,True
670," ""I can't even sleep at night because I gotta get up so many times to pee.""",Urinary urgency,Interference (with daily activities),Very much,Informal Register,Angry,2,False,False,False
671," ""I have this constant need to pee, it's like my bladder is always full.""",Urinary urgency,Frequency,Almost constantly,Neutral/Standard Register,Friendly,2,False,False,True
672," ""I cant stop shittin n my pants n i cant hold my piss no more, doc. I aint never felt like dis before n it scares da livin shit outta me.""",Urinary urgency,Frequency,Not sexually active,Vulgar Register,Fearful,4,False,False,True
673," ""I have been experiencing urinary urgency for the past week or so, but I thought it was just because I was stressed about an upcoming exam. However, it has been getting worse and worse, and I am now having to run to the bathroom every hour or so.""",Urinary urgency,Frequency,Prefer not to answer,Formal Register,Neutral,2,False,True,True
674," ""My bladder is a ticking time bomb, ready to explode at any moment, and I'm the one who has to deal with the fallout.""",Urinary urgency,Frequency,Occasionally,Poetic/Literary Register,Insulting,1,False,False,False
675," ""I have been experiencing a sudden and overwhelming need to urinate, approximately every 30 minutes.""",Urinary urgency,Frequency,Frequently,Formal Register,Confused,2,False,False,False
676," ""I can't stop shittin' myself, I'm so scared I'm gonna lose control and wet myself in public.""",Urinary urgency,Frequency,Never,Vulgar Register,Fearful,3,False,False,False
677," ""I have this constant urge to urinate, and when I do, I feel like I can't hold it in anymore. It's like my bladder is going to explode or something. And it's not just the frequency, it's the intensity too. I mean, I can feel the urine flowing out of me, and it's like I'm being drained of all my fluids or something. It's really uncomfortable, and it's making me anxious.""",Urinary urgency,Frequency,Rarely,Formal Register,Insulting,5,True,False,False
678," ""I got this weird stuff comin outta my snatch, and it smells like fish.""",Vaginal discharge,Amount,Not at all,Vulgar Register,Confused,3,False,False,False
679," ""I have a Vaginal discharge, it is a White colour, Odourless, Watery, Clear, Yellowish, Greenish, Greyish, Brownish, Blackish, Blood-tinged, Purulent, Foamy, Sticky, Thick, Thin, A little bit.""",Vaginal discharge,Amount,A little bit,Poetic/Literary Register,Confused,1,True,True,True
680," ""I've been having this weird discharge from my vagina for a while now, it's kinda greyish and has a fishy smell to it.""",Vaginal discharge,Amount,Somewhat,Informal Register,Friendly,4,False,False,True
681," ""I got this weird white stuff comin outta me snatch lately, it's like a bit of egg white or somethin. It's not itchy or nothin, just there. I've had it before but it's been a while since I had it. I'm worried it might be somethin bad.""",Vaginal discharge,Amount,Quite a bit,Vulgar Register,Friendly,2,False,False,True
682," ""A Vaginal Discharge, Oh So Profuse, So Thick and So White, It's Like A Glue That Glues My Undergarments Together, A Vaginal Discharge, Oh So Unpleasant, So Smelly, So Itching, A Vaginal Discharge, Oh So Unwanted, So Unbearable.""",Vaginal discharge,Amount,Very much,Poetic/Literary Register,Insulting,3,True,True,False
683," ""I can't have sex with my husband anymore because my vagina is so dry.""",Vaginal dryness,Severity,Very severe,Informal Register,Confused,1,False,False,False
684," ""Vaginal dryness, Vaginal itching, Pain during sexual intercourse, Pain during urination, Urinary incontinence, Difficulty urinating, Frequent urination, Blood in the urine, Abnormal vaginal discharge, Abnormal vaginal bleeding, Pelvic pain, Lower abdominal pain, Back pain, Joint pain, Muscle pain, Fatigue, Weight loss, Nausea, Vomiting, Constipation, Diarrhea, Abdominal pain, Bloating, Fullness, Loss of appetite, Increased appetite, Numbness, Tingling, Pruritus, Itching, Skin dryness, Skin irritation, Skin lesions, Hair loss, Changes in skin color, Changes in nail color, Changes in nail texture, Changes in hair texture, Changes in hair color, Changes in sweating, Changes in body odor, Changes in menstrual bleeding, Changes in menstrual frequency, Changes in menstrual duration, Changes in menstrual regularity, Changes in menstrual flow, Changes in menstrual volume, Changes in menstrual color, Changes in menstrual odor, Changes in menstrual texture, Changes in menstrual consistency, Changes in menstrual amount, Changes in menstrual intensity, Changes in menstrual frequency, Changes in menstrual duration, Changes in menstrual regularity, Changes in menstrual flow, Changes in menstrual volume, Changes in menstrual color, Changes in menstrual odor, Changes in menstrual texture, Changes in menstrual consistency, Changes in menstrual amount, Changes in menstrual intensity, Changes in menstrual frequency, Changes in menstrual duration, Changes in menstrual regular",Vaginal dryness,Severity,Not sexually active,Poetic/Literary Register,Confused,1,True,True,False
685," ""I cant have sex with my husband because my vagina is so dry all the time.""",Vaginal dryness,Severity,Prefer not to answer,Informal Register,Confused,1,False,False,True
686," ""Vaginal dryness, Pain during sexual intercourse, Urinary tract infections.""",Vaginal dryness,Severity,None,Neutral/Standard Register,Neutral,2,True,False,False
687," ""I got this dryness in my vagina, and it's been going on for a while now. It's like sandpaper down there, and it's so uncomfortable. I tried to have sex with my boyfriend, but it hurt so much that I started crying. I don't know what's wrong with me.""",Vaginal dryness,Severity,Not applicable,Vulgar Register,Confused,5,False,True,False
688," ""My vagina feels like the Sahara desert, dry and barren, and I fear that I will never be able to conceive.""",Vaginal dryness,Severity,Moderate,Poetic/Literary Register,Fearful,2,False,True,False
689," ""I have been experiencing vaginal dryness for the past month or so. It started out as a mild dryness, but now it has become quite severe. I have tried using vaginal lubricants, but they do not seem to help much. I have also tried avoiding spicy foods and alcohol, but that does not seem to make a difference either. I am worried that this dryness may be a sign of a more serious medical condition.""",Vaginal dryness,Severity,Mild,Formal Register,Neutral,5,False,True,False
690," ""I got so dry down there that I had to use lube when I had sex last night.""",Vaginal dryness,Severity,Severe,Vulgar Register,Friendly,1,False,False,False
691," ""I cant get it up no more, doc. I mean, i cant even think about gettin it up. I aint had a boner in months. I know its not just cause i aint gettin no action, either. I mean, i used to get it up all the time when i was bangin chicks all the time. But now, i cant even get it up when i m alone. I mean, i try to jerk off, but i cant even get hard. I know its not just cause i m stressed out or nothin. I mean, i used to jerk off all the time when i was stressed out. But now, i cant even get it up when i m stressed out. I know its not just cause i m gettin older, either. I mean, i used to get it up all the time when i was in my 30s. But now, i cant even get it up when i m in my 40s. I know its not just cause i m fat, either. I mean, i used to get it up all the time when i was fat. But now, i cant even get it up when i m skinny. I know its not just cause i m sick, either. I mean, i used to get it up all the time when i was sick. But now, i cant even get it up when i m healthy. I know its not just cause i m depressed, either. I",Decreased libido,Severity,Very severe,Vulgar Register,Confused,4,False,False,True
692," ""My desire for intimacy has vanished, leaving me with a sense of emptiness and despair.""",Decreased libido,Severity,Not sexually active,Poetic/Literary Register,Fearful,4,False,False,False
693," ""I have noticed that I have been less interested in sex lately.""",Decreased libido,Severity,Prefer not to answer,Neutral/Standard Register,Neutral,4,False,False,False
694," ""I cant get it up no more, its been months now, and its really frustrating, i cant even think about sex, i just feel like a failure, and its affecting my relationship with my girlfriend, she thinks im just lazy or that i dont want to have sex with her, but its not that, its just i cant get it up, its been months now, and its really affecting my relationship with her, i just cant believe im going through this, i feel like im going crazy, i just cant get it up, its been months now, and its really affecting my relationship with her, i just cant believe im going through this, i feel like im going crazy, i just cant get it up, its been months now, and its really affecting my relationship with her, i just cant believe im going through this, i feel like im going crazy, i just cant get it up, its been months now, and its really affecting my relationship with her, i just cant believe im going through this, i feel like im going crazy, i just cant get it up, its been months now, and its really affecting my relationship with her, i just cant believe im going through this, i feel like im going crazy, i just cant get it up, its been months now, and its really affecting my relationship with her, i just cant believe im going through this, i feel like im going crazy, i just cant get it up, its been months now, and its",Decreased libido,Severity,None,Informal Register,Angry,4,True,False,True
695," ""I cant even think about sex, doc. I'm so tired all the time and I just wanna sleep all day.""",Decreased libido,Severity,Not applicable,Informal Register,Insulting,2,False,False,True
696," ""I can't get it up no more, doc. I mean, I used to be able to get it up all the time, but now it's like I'm 80 years old or something. I mean, I know I'm not 80 years old, but I might as well be.""",Decreased libido,Severity,Moderate,Vulgar Register,Confused,2,False,False,False
697," ""I've been feeling really tired lately and I don't have the energy to do anything. I also haven't been in the mood for sex.""",Decreased libido,Severity,Mild,Neutral/Standard Register,Confused,3,False,True,False
698," ""My desire for intimacy has been extinguished, leaving me cold and alone.""",Decreased libido,Severity,Severe,Poetic/Literary Register,Angry,1,False,False,False
699," ""I can't get off during sex, it takes forever.""",Delayed orgasm,Presence/Absence,Not sexually active,Neutral/Standard Register,Insulting,3,False,True,False
700," ""I have been experiencing delayed orgasm for quite some time now. It started about 6 months ago, and it has been getting worse over time. I have tried to talk to my partner about it, but they just brush it off and say that I am just being paranoid. I have tried to ignore it and just focus on other things, but it is really affecting my relationship with my partner. I feel like I am not good enough for them, and that they are just putting up with me. I have tried to talk to my doctor about it, but they just tell me that I am fine and that I should just relax. I feel like they are not taking me seriously, and that they just want to get rid of me as a patient. I am really frustrated and upset about this whole situation. I just want to be able to have a normal relationship with my partner, but I feel like I am stuck in this rut forever.""",Delayed orgasm,Presence/Absence,Prefer not to answer,Formal Register,Insulting,5,True,False,False
701," ""I cant cum no more, its been weeks now, and its all because of that bloody new medication my doc gave me.""",Delayed orgasm,Presence/Absence,Not applicable,Informal Register,Insulting,2,False,False,True
702," ""My orgasm is a slow and painful birth, a torturous labor that leaves me feeling empty and unsatisfied.""",Delayed orgasm,Presence/Absence,No,Poetic/Literary Register,Insulting,3,False,False,False
703," ""I have been experiencing delayed orgasm for a while now. I am not sure what is causing it, but I think it might be related to stress, as I have been under a lot of pressure lately. I have tried to relax and take my time, but it does not seem to work. I am worried that this might be a sign of something more serious.""",Delayed orgasm,Presence/Absence,Yes,Formal Register,Confused,2,True,False,True
704," ""I can't get a hard on, I'm always soft as a baby's bottom. I'm so angry all the time, I want to smash something. I'm so frustrated, I just want to scream and shout.""",Achieve and maintain erection,Severity,Very severe,Vulgar Register,Angry,2,True,True,True
705," ""I have been experiencing problems with achieving and maintaining an erection for the past year or so. It started gradually and now it is very difficult for me to get an erection, even when I am very sexually stimulated.""",Achieve and maintain erection,Severity,Not sexually active,Formal Register,Friendly,4,False,False,True
706," ""I have been struggling to achieve and maintain an erection for quite some time now, and it has been affecting my self-esteem and confidence in my ability to form intimate relationships.""",Achieve and maintain erection,Severity,Prefer not to answer,Poetic/Literary Register,Neutral,5,False,False,True
707," ""I cant get hard anymore.""",Achieve and maintain erection,Severity,None,Informal Register,Neutral,1,True,True,True
708," ""I can't get a hard on, ya bloody cunts. I try to get it up but it just won't stay up. I've tried everything, even those bloody pills, but it just won't work. I'm so bloody frustrated, I could just burst. I can't even get it up to take a bloody shit. I'm so bloody angry, I could just kill someone. I'm so bloody depressed, I just want to die.""",Achieve and maintain erection,Severity,Not applicable,Vulgar Register,Insulting,4,False,True,True
709," ""I have been experiencing problems with achieving and maintaining an erection for the past three months.""",Achieve and maintain erection,Severity,Moderate,Formal Register,Neutral,2,False,False,True
710," ""I can't get it up anymore. I'm so angry about it.""",Achieve and maintain erection,Severity,Mild,Neutral/Standard Register,Angry,3,False,False,False
711," ""I'm too scared to even try.""",Achieve and maintain erection,Severity,Severe,Informal Register,Fearful,1,False,False,False
712," ""I cant stop cummin, its like i cant control it, its like its takin over me, i cant even sleep at night cuz i keep wakin up with a hardon, its drivin me crazy, i cant take it no more, i need help, i cant stop cummin""",Ejaculation,Frequency,Almost constantly,Vulgar Register,Angry,3,True,False,True
713," ""I have been having trouble with my ejaculation lately. It seems like I have less control over it and it happens more often than I would like it to.""",Ejaculation,Frequency,Not sexually active,Neutral/Standard Register,Friendly,5,False,False,True
714," ""I can't stop cumming, it's like my dick has a mind of its own, I'm so scared I'm gonna lose control and cum all over the place.""",Ejaculation,Frequency,Prefer not to answer,Vulgar Register,Fearful,3,False,False,False
715," ""My sperm are fleeing from my penis, leaving me with a sense of emptiness and despair.""",Ejaculation,Frequency,Occasionally,Poetic/Literary Register,Angry,3,False,False,False
716," ""I can't believe this is happening to me, I'm only 32 years old and I'm already having trouble getting it up, I mean I can get it up but I can't keep it up, I'm talking about 2 seconds, I can get it up for 2 seconds but then it goes limp on me, I mean I'm talking about a full erection, I mean I'm talking about a hard on, I mean I'm talking about a stiffy, I mean I'm talking about a boner, I mean I'm talking about a woody, I mean I'm talking about a stiffy stiffy, I mean I'm talking about a boner boner, I mean I'm talking about a woody woody, I mean I'm talking about a stiffy stiffy stiffy, I mean I'm talking about a boner boner boner, I mean I'm talking about a woody woody woody, I mean I'm talking about a stiffy stiffy stiffy stiffy, I mean I'm talking about a boner boner boner boner, I mean I'm talking about a woody woody woody woody, I mean I'm talking about a stiffy stiffy stiffy stiffy stiffy, I mean I'm talking about a boner boner boner boner boner, I mean I'm talking about a woody woody woody woody woody, I mean",Ejaculation,Frequency,Frequently,Vulgar Register,Angry,5,False,False,False
717," ""My sperm are fleeing from my penis, leaving me with a sense of emptiness and despair.""",Ejaculation,Frequency,Never,Poetic/Literary Register,Angry,3,False,False,False
718," ""My spermatozoa are fleeing from my penis, leaving me feeling empty and bereft.""",Ejaculation,Frequency,Rarely,Poetic/Literary Register,Confused,4,False,False,True
719," ""I have been having really bad pain during sex. It's like a sharp stabbing pain that comes on suddenly and lasts for a while. It's really uncomfortable and makes me not want to have sex anymore. It's been going on for a few months now and I'm really worried about it. I've tried talking to my partner about it but they just brush it off and say I'm being too sensitive. I'm really worried that there's something wrong with me.""",Pain with sexual intercourse,Severity,Very severe,Informal Register,Friendly,5,True,False,True
720," ""I have been having this pain in my vagina for a while now, but it only happens when I have sex.""",Pain with sexual intercourse,Severity,Not sexually active,Informal Register,Confused,4,False,False,False
