Dialogue_Generated,Symptoms,Descriptions,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
" ""I have diarrhea almost constantly, it's mild, and it happens almost constantly. I'm discouraged, I have ejaculation almost constantly, it's mild, and it happens almost constantly.""","['Diarrhea', 'Discouraged', 'Ejaculation']","['Frequency', 'Severity', 'Frequency']","['Almost constantly', 'Mild', 'Almost constantly']",Neutral/Standard Register,Angry,4,True,False,False
" ""I have been coughing a lot lately and I have noticed that I have been having trouble achieving and maintaining an erection.""","['Coughing', 'Achieve and maintain erection', 'Diarrhea', 'Blurred vision']","['Severity', 'Severity', 'Frequency', 'Severity']","['Mild', 'None', 'Prefer not to answer', 'Not sexually active']",Neutral/Standard Register,Fearful,1,False,False,True
" ""I got these little black dots floatin' around in front of me eyes, and it's like I'm lookin' through a dirty window or somethin'. And my eyes are all watery and stuff, and I got this weird tinglin' sensation in my pecker, like it's all numb and tingly. And I gotta pee so bad, I can't even sleep at night, but I don't wanna get up and go to the bathroom 'cause I know I'm gonna have to get up again in a few hours.""","['Watery eyes', 'Visual floaters', 'Delayed orgasm', 'Urinary frequency']","['Severity', 'Presence/Absence', 'Presence/Absence', 'Frequency']","['Moderate', 'No', 'Not applicable', 'Prefer not to answer']",Vulgar Register,Neutral,4,False,False,False
" ""My hair falls out in clumps, as if my very soul was leaving my body.""","['Hair loss', 'Vomiting', 'Anxious']","['Amount', 'Frequency', 'Interference (with daily activities)']","['Very much', 'Rarely', 'A little bit']",Poetic/Literary Register,Fearful,1,False,False,False
" ""My arms are so swollen that I can barely move them, and my nose bleeds so often that I have to carry a small first aid kit with me at all times.""","['Swelling (arms or legs)', 'Nosebleed', 'Nausea', 'Increased sweating']","['Interference (with daily activities)', 'Frequency', 'Severity', 'Severity']","['Very much', 'Rarely', 'Severe', 'Very severe']",Poetic/Literary Register,Friendly,2,False,False,False
" ""My nails are yellow and brittle, and I can't concentrate on anything for more than a few seconds.""","['Nail discoloration', 'Concentration']","['Presence/Absence', 'Interference (with daily activities)']","['No', 'Somewhat']",Informal Register,Insulting,3,True,False,False
" ""I have been feeling quite unwell lately, I have been experiencing chills, and I have noticed some stretch marks on my body. I also have been feeling nauseous, but I do not think it is related to my diet.""","['Chills', 'Stretch marks', 'Nausea']","['Severity', 'Presence/Absence', 'Frequency']","['None', 'Not sexually active', 'Not sexually active']",Formal Register,Friendly,3,False,False,True
" ""I missed my expected menstrual period and I have pain and swelling at the injection site.""","['Missed expected menstrual period', 'Pain and swelling at injection site']","['Presence/Absence', 'Presence/Absence']","['Not applicable', 'Prefer not to answer']",Informal Register,Confused,3,False,True,False
" ""I'm so sick of this shit. I've got Pain and swelling at injection site, Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain), Diarrhea, Radiation skin reaction. I'm so sick of this shit.""","['Pain and swelling at injection site', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Diarrhea', 'Radiation skin reaction']","['Presence/Absence', 'Severity', 'Frequency', 'Severity']","['Prefer not to answer', 'None', 'Almost constantly', 'Prefer not to answer']",Informal Register,Insulting,1,True,True,True
" ""I have been experiencing nausea for the past few days, and it is affecting my daily activities. I am also feeling anxious and my taste has changed. I have watery eyes and I am not able to sleep properly.""","['Nausea', 'Anxious', 'Taste Changes', 'Watery eyes']","['Frequency', 'Severity', 'Severity', 'Interference (with daily activities)']","['Prefer not to answer', 'Mild', 'None', 'Not at all']",Formal Register,Friendly,5,False,False,True
" ""I got the shot and now my arm is all swollen and hurts like a motherfucker. And now I got this dry mouth and I'm all nervous and shit. I don't know what the fuck is going on with my body. I'm all scared and shit.""","['Pain and swelling at injection site', 'Dry Mouth']","['Presence/Absence', 'Severity']","['Not sexually active', 'Prefer not to answer']",Vulgar Register,Fearful,5,False,False,True
" ""I cant sleep at all lately, my mouth is all cracked and dry and my voice sounds all hoarse and weird.""","['Insomnia', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Voice quality changes']","['Severity', 'Severity', 'Presence/Absence']","['None', 'Severe', 'Not sexually active']",Informal Register,Confused,4,False,False,True
" ""I got this rash on my arms and legs and it itches like hell. I can't have an orgasm and I've been getting nosebleeds like crazy.""","['Rash', 'Unable to have orgasm', 'Nosebleed']","['Presence/Absence', 'Presence/Absence', 'Frequency']","['Yes', 'Not sexually active', 'Occasionally']",Vulgar Register,Neutral,1,False,False,True
" ""I cant have an orgasm no matter how much i try. I feel so frustrated and depressed. I also see these little strings or webs floating in front of my eyes. Its so scary. I also have these hot flashes where i feel like im on fire. Its so embarrassing and i feel so ashamed of myself. I cant even look at myself in the mirror. I feel so ugly and worthless. I just want to hide away from the world and never come out again.""","['Unable to have orgasm', 'Visual floaters', 'Hot flashes']","['Presence/Absence', 'Presence/Absence', 'Severity']","['No', 'Not applicable', 'Very severe']",Informal Register,Fearful,4,True,False,True
" ""I'm so depressed, I can't even get outta bed, and every time I try to eat somethin' I puke it right back up. And don't even get me started on how I gotta pee, it's like I gotta take a hot knife and stab myself in the crotch every time I gotta go.""","['Sad', 'Nausea', 'Painful urination']","['Interference (with daily activities)', 'Frequency', 'Severity']","['Very much', 'Frequently', 'Not applicable']",Vulgar Register,Insulting,1,False,False,False
" ""I got the runs and shits myself, and I got a headache too.""","['Fecal incontinence', 'Headache', 'Diarrhea']","['Frequency', 'Interference (with daily activities)', 'Frequency']","['Rarely', 'Not at all', 'Never']",Vulgar Register,Confused,1,False,False,True
" ""I have been experiencing muscle pain in my arms and legs for the past two weeks. It is affecting my daily activities as I am not able to do any exercise or even walk for a long time. The pain is severe and I feel very tired all the time. I also have watery eyes and my skin has become darker. I have been to the doctor and he told me that I have a chronic disease. I am very worried about my health and I want to know what I can do to feel better.""","['Muscle pain', 'Fecal incontinence', 'Skin darkening', 'Watery eyes']","['Interference (with daily activities)', 'Frequency', 'Presence/Absence', 'Severity']","['Not at all', 'Occasionally', 'Not sexually active', 'Severe']",Formal Register,Friendly,5,False,False,True
" ""My tongue is a withered leaf, devoid of taste, and my nails are yellowed, as if I had consumed a river of poison.""","['Taste Changes', 'Nail discoloration']","['Severity', 'Presence/Absence']","['None', 'No']",Poetic/Literary Register,Angry,3,False,False,True
" ""I'm so worried about my skin, it's so dry and itchy all the time, I'm always scratching myself and it's really annoying, I'm also having trouble breathing, I feel like I'm always short of breath, and it's really scary, I'm so anxious all the time, I'm always worried about something bad happening to me or my family, and I can't sleep at night because I'm always thinking about all the bad things that could happen.""","['Skin dryness', 'Anxious', 'Shortness of breath']","['Severity', 'Severity', 'Interference (with daily activities)']","['Prefer not to answer', 'Moderate', 'Very much']",Informal Register,Fearful,2,False,True,True
" ""I got bruises everywhere, and my arm where I got the shot is all swollen and hurts like hell. I got diarrhea for a few days and my stomach was burning like I ate a whole bottle of acid. I felt like I was gonna die.""","['Bruising', 'Pain and swelling at injection site', 'Diarrhea', 'Heartburn']","['Presence/Absence', 'Presence/Absence', 'Frequency', 'Severity']","['Prefer not to answer', 'No', 'Never', 'Not applicable']",Vulgar Register,Confused,2,True,False,True
" ""I got these heart palpitations and I'm feeling so sad, I got a headache too.""","['Heart palpitations', 'Sad', 'Headache']","['Severity', 'Interference (with daily activities)', 'Severity']","['Moderate', 'Not at all', 'Moderate']",Vulgar Register,Friendly,1,False,False,False
" ""I am feeling so sad and discouraged, I have no energy, I am tired all the time, I have no motivation, I am not interested in anything, I am not enjoying anything, I am not having fun, I am not laughing, I am not smiling, I am not happy, I am not optimistic, I am not hopeful, I am not positive, I am not confident, I am not successful, I am not a winner, I am not a champion, I am not a star, I am not a celebrity, I am not a hero, I am not a winner, I am not a champion, I am not a star, I am not a celebrity, I am not a hero, I am not a winner, I am not a champion, I am not a star, I am not a celebrity, I am not a hero, I am not a winner, I am not a champion, I am not a star, I am not a celebrity, I am not a hero, I am not a winner, I am not a champion, I am not a star, I am not a celebrity, I am not a hero, I am not a winner, I am not a champion, I am not a star, I am not a celebrity, I am not a hero, I am not a winner, I am not a champion, I am not a star, I am not a celebrity, I am not a hero, I am not a winner","['Sad', 'Discouraged']","['Severity', 'Severity']","['Not applicable', 'None']",Poetic/Literary Register,Friendly,1,True,False,True
" ""I have been experiencing memory problems for the past year or so. I have trouble remembering appointments, names, and faces. I also have trouble remembering recent events. I have noticed that I have been repeating myself more often and I have trouble remembering what I was saying. I have also noticed that I have been having trouble finding the right words to express myself. I have been having trouble with my short-term memory and I have been having trouble with my long-term memory. I have been having trouble with my working memory and I have been having trouble with my explicit memory. I have been having trouble with my implicit memory and I have been having trouble with my procedural memory. I have been having trouble with my declarative memory and I have been having trouble with my semantic memory. I have been having trouble with my episodic memory and I have been having trouble with my episodic memory. I have been having trouble with my semantic memory and I have been having trouble with my episodic memory. I have been having trouble with my episodic memory and I have been having trouble with my semantic memory. I have been having trouble with my episodic memory and I have been having trouble with my semantic memory. I have been having trouble with my episodic memory and I have been having trouble with my semantic memory. I have been having trouble with my episodic memory and I have been having trouble with my semantic memory. I have been having trouble with my episodic memory and I have been having trouble with my","['Memory', 'Urinary incontinence', 'Irregular periods/vaginal bleeding']","['Interference (with daily activities)', 'Frequency', 'Presence/Absence']","['Somewhat', 'Not sexually active', 'Not applicable']",Formal Register,Angry,4,False,False,False
" ""I'm always hungry but I can't eat anything, my heart is always racing and I'm so tired all the time, you stupid doctor, can't you see I'm dying?""","['Heart palpitations', 'Decreased appetite']","['Severity', 'Severity']","['Very severe', 'Very severe']",Neutral/Standard Register,Insulting,1,False,False,True
" ""I'm so sick of these stretch marks on my belly. I'm so self-conscious about it. And my breasts are so swollen and tender. I can't even wear a bra without it being super uncomfortable.""","['Stretch marks', 'Breast swelling and tenderness']","['Presence/Absence', 'Severity']","['Yes', 'Moderate']",Informal Register,Angry,2,False,False,False
" ""My urine is dark yellow and I have been hiccuping nonstop for the past few days. I have been bruising easily and my sex drive has decreased. I feel like I am going to die.""","['Hiccups', 'Change in usual urine color', 'Bruising', 'Decreased libido']","['Severity', 'Presence/Absence', 'Presence/Absence', 'Severity']","['Not applicable', 'Not sexually active', 'Not applicable', 'None']",Poetic/Literary Register,Fearful,4,True,False,True
" ""I have been having this burning sensation in my chest, it's like fire is burning inside me, and it's really uncomfortable, and it happens almost every time I eat, and it's been happening for a while now, and I'm really worried about it, and I don't know what to do about it, and I hope I can get some help for it, and I hope it's not something serious, and I hope I can get some relief from it, and I hope I can feel better soon, and I hope I can go back to being the way I was before, and I hope I can be healthy again, and I hope I can live a long and healthy life, and I hope I can be happy again, and I hope I can be myself again, and I hope I can be the way I used to be, and I hope I can be the way I want to be, and I hope I can be the way I am supposed to be, and I hope I can be the way I am meant to be, and I hope I can be the way I want to be, and I hope I can be the way I am supposed to be, and I hope I can be the way I am meant to be, and I hope I can be the way I want to be, and I hope I can be the way I am supposed to be, and I hope I can be the way I am meant to be, and I hope I can","['Heartburn', 'Acne']","['Frequency', 'Severity']","['Never', 'Mild']",Neutral/Standard Register,Confused,5,False,True,True
" ""I have been experiencing memory loss and muscle pain for a while now. I also have vaginal dryness.""","['Memory', 'Muscle pain', 'Vaginal dryness']","['Interference (with daily activities)', 'Frequency', 'Severity']","['Not at all', 'Never', 'Not applicable']",Formal Register,Fearful,1,False,False,True
" ""My head is pounding and I feel the need to urinate all the time, as if my bladder is trying to tell me something, but I'm not sure what.""","['Urinary frequency', 'Headache']","['Interference (with daily activities)', 'Frequency']","['A little bit', 'Almost constantly']",Poetic/Literary Register,Confused,4,False,False,False
" ""I've been having some really bad itching all over my body and also hives on my face and hands. I've also been having some shortness of breath and I feel really weak.""","['Itching', 'Hives', 'Shortness of breath']","['Severity', 'Presence/Absence', 'Severity']","['Very severe', 'Prefer not to answer', 'Not applicable']",Neutral/Standard Register,Friendly,3,False,True,True
" ""I have been experiencing some cracking at the corners of my mouth for a while now, which I believe is cheilosis/cheilitis. I also have urinary incontinence when I laugh or cough, and I feel bloated most of the time. I have noticed that I have less sexual desire than I used to, and I do not have sex as often as I would like. I feel like I am almost constantly experiencing these symptoms.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Urinary incontinence', 'Bloating']","['Severity', 'Frequency', 'Frequency']","['Not applicable', 'Not sexually active', 'Almost constantly']",Formal Register,Friendly,5,False,True,True
" ""I have been experiencing some flashing lights and dizziness lately, but I thought it was just because I was tired. However, I had a nosebleed this morning and I'm worried that it might be something more serious.""","['Nosebleed', 'Flashing lights', 'Dizziness']","['Severity', 'Presence/Absence', 'Severity']","['Moderate', 'Prefer not to answer', 'Mild']",Formal Register,Friendly,3,False,True,True
" ""My eyes are filled with dark clouds, and my heart is a stormy sea.""","['General pain', 'Visual floaters', 'Anxious']","['Interference (with daily activities)', 'Presence/Absence', 'Frequency']","['Not at all', 'No', 'Prefer not to answer']",Poetic/Literary Register,Fearful,2,False,False,False
" ""I've been having watery eyes, achieve and maintain erection, diarrhea, and vaginal discharge. I'm so sick of this shit.""","['Diarrhea', 'Vaginal discharge', 'Watery eyes', 'Achieve and maintain erection']","['Frequency', 'Amount', 'Severity', 'Severity']","['Prefer not to answer', 'Not at all', 'Prefer not to answer', 'Prefer not to answer']",Poetic/Literary Register,Insulting,1,True,False,True
" ""I got a headache and my eyes are all blurry like I been drinkin' too much booze.""","['Blurred vision', 'Urinary incontinence', 'Joint pain', 'Shortness of breath']","['Interference (with daily activities)', 'Frequency', 'Frequency', 'Interference (with daily activities)']","['Quite a bit', 'Prefer not to answer', 'Occasionally', 'Not at all']",Vulgar Register,Confused,1,False,False,False
" ""My voice is hoarse and rough, and I have no appetite, and my taste buds are numb, and I have no desire for sex.""","['Decreased libido', 'Taste Changes', 'Voice quality changes']","['Severity', 'Severity', 'Presence/Absence']","['None', 'None', 'Prefer not to answer']",Poetic/Literary Register,Fearful,2,False,True,False
" ""i been having these really bad nosebleeds lately. i mean, i know i'm old and all, but this is getting ridiculous. i'm worried i might pass out or something. and it's not just the nosebleeds either. i've been having trouble getting it up lately. i mean, i'm not saying i'm some kind of stud or anything, but i used to be able to get it up no problem. now it's like, i have to be in the mood or something. and it's not just the getting it up part either. i mean, i know i'm not a spring chicken anymore, but i used to be able to get it up and maintain it for hours. now it's like, i get it up and then it's like, whoosh, down again. and it's not just the sex either. i mean, i know i'm not some kind of rockstar or anything, but i used to be able to go out and have a good time. now it's like, i go out and i'm just exhausted all the time. and it's not just the going out either. i mean, i know i'm not some kind of athlete or anything, but i used to be able to do all kinds of stuff. now it's like, i can barely make it up the stairs. and it's not just the stairs either. i mean, i know i'm not some kind of acrobat or anything,","['Nosebleed', 'Achieve and maintain erection', 'Flashing lights']","['Frequency', 'Severity', 'Presence/Absence']","['Occasionally', 'Severe', 'Prefer not to answer']",Informal Register,Fearful,4,False,False,True
" ""I have been experiencing urinary incontinence, which is when I sneeze or cough, I lose control of my bladder and urine comes out. This has been happening for about 2 months now. I also have numbness and tingling in my hands and feet, which started about 3 months ago. I have been having difficulty sleeping at night because of this. I also have been having difficulty with fine motor skills, such as buttoning my shirt or tying my shoelaces. I also have been having difficulty with writing, which has been affecting my work. I have been having difficulty with my balance, which has been affecting my gait. I also have been having difficulty with my memory, which has been affecting my work. I also have been having difficulty with my concentration, which has been affecting my work. I also have been having difficulty with my problem-solving skills, which has been affecting my work. I also have been having difficulty with my creativity, which has been affecting my work. I also have been having difficulty with my adaptability, which has been affecting my work. I also have been having difficulty with my flexibility, which has been affecting my work. I also have been having difficulty with my productivity, which has been affecting my work. I also have been having difficulty with my motivation, which has been affecting my work. I also have been having difficulty with my self-esteem, which has been affecting my work. I also have been having difficulty with my self-confidence","['Urinary incontinence', 'Numbness & tingling', 'Wheezing', 'Urinary urgency']","['Interference (with daily activities)', 'Severity', 'Severity', 'Frequency']","['A little bit', 'Severe', 'Not sexually active', 'Prefer not to answer']",Formal Register,Confused,4,True,False,False
" ""My muscles are aflame, as if a thousand tiny demons were dancing upon my skin, their fiery hooves pounding out a rhythm of pain. I am a husk, a shell of my former self, a mere shadow of the vibrant, vital being I once was. My very bones ache with fatigue, as if I had been running through the desert for days on end, with no respite in sight. And as for my love life, I might as well be a eunuch, for all the good my poor, pathetic penis is to me. It is as if a great, grey cloud had descended upon my manhood, obscuring its former glory, leaving only a faint, flickering ember of what once was. Delayed orgasm? Ha! I might as well be asking for the moon. For all the good it does me, I might as well be castrated, for all the good my poor, pathetic penis is to me.""","['Muscle pain', 'Fatigue', 'Delayed orgasm']","['Interference (with daily activities)', 'Severity', 'Presence/Absence']","['Not at all', 'Severe', 'Prefer not to answer']",Poetic/Literary Register,Insulting,4,False,False,False
" ""I got this burning sensation in my chest, like fire was burning inside me, and it was so painful that I couldn't even sleep at night. It was like a knife stabbing me in the chest. And I was coughing up blood, and I was so scared. I thought I was gonna die. And I was so depressed, I couldn't even get out of bed. I just wanted to die.""","['Heartburn', 'Hiccups', 'Shortness of breath', 'Sad']","['Severity', 'Severity', 'Interference (with daily activities)', 'Frequency']","['Very severe', 'Very severe', 'Not at all', 'Never']",Vulgar Register,Angry,5,True,False,False
" ""I have been experiencing some vomiting for the past few days, and I have noticed that my arms and legs are slightly swollen. I also have some nail loss on my fingers and toes. I have never had these symptoms before, and I am not sexually active.""","['Vomiting', 'Swelling (arms or legs)', 'Nail loss']","['Frequency', 'Severity', 'Presence/Absence']","['Never', 'Not sexually active', 'Not sexually active']",Formal Register,Neutral,5,False,False,True
" ""I have a rash all over my body, it's itchy and red. I feel nauseous all the time and I have general body pain. I feel tired and weak all the time and I have no appetite. I have headaches and joint pain. I feel depressed and anxious all the time.""","['Rash', 'Nausea', 'General pain']","['Presence/Absence', 'Frequency', 'Severity']","['Yes', 'Occasionally', 'Prefer not to answer']",Neutral/Standard Register,Angry,5,True,False,False
" ""I have been experiencing numbness and tingling in my left arm and leg for the past two weeks. It started off as a slight tingling sensation but now it has progressed to a complete numbness. I also have a problem with my ejaculation. I have been having trouble ejaculating for the past month. I have tried to talk to my wife about it but she just laughs it off and says I am just getting old. I am worried that there is something seriously wrong with me.""","['Numbness & tingling', 'Ejaculation']","['Interference (with daily activities)', 'Frequency']","['Quite a bit', 'Prefer not to answer']",Formal Register,Confused,2,False,False,False
" ""I am experiencing urinary incontinence and vaginal dryness occasionally and it is affecting my daily life.""","['Urinary incontinence', 'Vaginal dryness']","['Frequency', 'Severity']","['Occasionally', 'None']",Formal Register,Angry,2,False,True,True
" ""I have been having blurred vision for the past few days. It is affecting my work as I am not able to read the documents properly. I also feel very fatigued and my heart beats very fast. I tried to drink some water but I do not sweat at all. I also feel a metallic taste in my mouth all the time. I am very scared that something bad is happening to my body.""","['Blurred vision', 'Decreased sweating', 'Taste Changes']","['Interference (with daily activities)', 'Presence/Absence', 'Severity']","['A little bit', 'Prefer not to answer', 'Very severe']",Neutral/Standard Register,Fearful,2,False,False,False
" ""I got dizzy the other day when I was walking down the street, and I couldn't even have an orgasm last night.""","['Dizziness', 'Unable to have orgasm', 'Coughing']","['Severity', 'Presence/Absence', 'Interference (with daily activities)']","['Not applicable', 'Prefer not to answer', 'Somewhat']",Vulgar Register,Neutral,2,False,False,False
" ""I'm itchin' like a motherfucker all over my body, and my nails are lookin' like a bunch of motherfuckin' worms. And I ain't got no appetite, motherfucker. I ain't eatin' nothin'.""","['Hives', 'Nail discoloration', 'Decreased appetite']","['Presence/Absence', 'Presence/Absence', 'Severity']","['Prefer not to answer', 'Yes', 'Prefer not to answer']",Vulgar Register,Angry,2,False,True,False
" ""Oh dear, I feel so parched, my mouth is drier than the Sahara desert. I can't even swallow properly. And, oh my, my vagina feels so dry, it's like a desert too. I can't even imagine making love to my husband. My eyes are so blurry, I can barely see. I feel so dizzy, I can't even stand up straight. I feel so weak and helpless.""","['Dry Mouth', 'Vaginal dryness', 'Blurred vision', 'Dizziness']","['Severity', 'Severity', 'Severity', 'Severity']","['Not sexually active', 'Prefer not to answer', 'Very severe', 'Not applicable']",Poetic/Literary Register,Friendly,4,False,True,True
" ""I'm tellin' ya, I got these little buggers in my eyes, man. They're floatin' around like a bunch of little bastards. And don't even get me started on the lights. They're flashin' like a motherfucker. I can't even see straight. And to top it all off, I got this godawful gas. It's like a bomb went off in my gut. I'm tellin' ya, I'm dyin' over here.""","['Flashing lights', 'Gas', 'Visual floaters']","['Presence/Absence', 'Presence/Absence', 'Presence/Absence']","['Yes', 'No', 'No']",Vulgar Register,Insulting,4,False,False,False
" ""I have had a moderate nosebleed for the past month, and I have had moderate acne on my face for the past three months. I have had hoarseness for the past two weeks, and I have had nail discoloration for the past month.""","['Nosebleed', 'Acne', 'Hoarseness', 'Nail discoloration']","['Severity', 'Severity', 'Severity', 'Presence/Absence']","['Moderate', 'Moderate', 'Not sexually active', 'No']",Formal Register,Neutral,1,False,False,True
" ""I'm so goddamned anxious I'm always sweating like a pig and I get these godawful hives all over the place. And to top it all off I can't even get off. I mean I'm not even trying but I just can't do it. It's like I'm not even a woman anymore. I'm just a useless piece of shit.""","['Anxious', 'Hot flashes', 'Unable to have orgasm', 'Hives']","['Interference (with daily activities)', 'Frequency', 'Presence/Absence', 'Presence/Absence']","['Not at all', 'Never', 'Not sexually active', 'Not sexually active']",Vulgar Register,Insulting,2,False,False,True
" ""I got blurred vision, my eyes was all swollen, and I seen these little black dots floatin around. I got sores in my mouth and throat, and I was coughin up blood. I was so tired and weak, I could barely walk. I was so scared, I thought I was dyin.""","['Blurred vision', 'Swelling (arms or legs)', 'Visual floaters', 'Mouth/throat sores']","['Severity', 'Frequency', 'Presence/Absence', 'Severity']","['Prefer not to answer', 'Not sexually active', 'Not applicable', 'Not applicable']",Vulgar Register,Fearful,3,True,False,True
" ""I have noticed that my voice has become hoarse and rough, and my appetite has decreased significantly. Additionally, I have developed acne on my face, which I have never had before. I am worried that this may be a sign of something more serious.""","['Voice quality changes', 'Decreased appetite', 'Acne']","['Presence/Absence', 'Severity', 'Severity']","['Yes', 'Not applicable', 'None']",Formal Register,Fearful,5,False,False,True
" ""I've had this weird burning sensation in my vagina for a while now, but I thought it was just because I was stressed out. But now I'm starting to think it might be something more serious. I mean, I'm not a total idiot, I know what a yeast infection looks like. But this is different. It's like my vagina is on fire. And don't even get me started on how much it hurts when I have sex. I mean, I know I'm not a supermodel or anything, but I'm not exactly a whale either. But the way my boyfriend looks at me when we have sex makes me want to cry. He's always like 'oh, you're so beautiful' and 'you're so sexy' but I know he's just saying that to be nice. I mean, I know I'm not the ugliest girl in the world, but I'm definitely not the prettiest either. And I know I'm not the skinniest girl in the world, but I'm definitely not the fattest either. But the way my boyfriend looks at me when we have sex makes me want to cry. I mean, I know I'm not a supermodel or anything, but I'm not exactly a whale either. But the way my boyfriend looks at me when we have sex makes me want to cry. I mean, I know I'm not the ugliest girl in the world, but I'm definitely not the prettiest","['Pain with sexual intercourse', 'Sensitivity to sunlight']","['Severity', 'Presence/Absence']","['Prefer not to answer', 'Yes']",Neutral/Standard Register,Insulting,4,False,False,False
" ""I have been experiencing general pain throughout my body for the past few days. It is affecting my joints and muscles, and I find it difficult to move around. I also have been noticing some visual floaters, which are small objects that appear to be floating in front of my eyes. I have been trying to ignore them, but they are becoming more noticeable. Additionally, I have been having trouble with constipation, and I find it difficult to have a bowel movement. I try to eat fiber-rich foods, but it does not seem to help. Lastly, I have been experiencing dry mouth, and I find it difficult to talk and swallow. I try to drink plenty of water, but it does not seem to help.""","['General pain', 'Visual floaters', 'Constipation', 'Dry Mouth']","['Frequency', 'Presence/Absence', 'Severity', 'Severity']","['Rarely', 'Prefer not to answer', 'Mild', 'Severe']",Formal Register,Friendly,5,False,False,True
" ""I've been losing hair for a while now, but it's gotten worse recently. I've also noticed that my food tastes weird, like it's been seasoned with salt and pepper. And I'm not sexually active anymore because I can't have an orgasm. It's been months since I last had sex, and I'm starting to feel really frustrated. I'm not sure what's causing these symptoms, but I think it might have something to do with my diet. I've been eating a lot of processed foods and takeout lately, and I think that might be affecting my health. I'm going to try to eat more fruits and vegetables and see if that helps.""","['Hair loss', 'Taste Changes', 'Unable to have orgasm']","['Amount', 'Severity', 'Presence/Absence']","['A little bit', 'Very severe', 'Not sexually active']",Neutral/Standard Register,Insulting,4,False,False,True
" ""I have been having blurred vision, shortness of breath, and general pain for the past few days. I am not sexually active, but I do have quite a bit of trouble with daily activities, and somewhat with social activities.""","['Blurred vision', 'Shortness of breath', 'General pain']","['Severity', 'Interference (with daily activities)', 'Interference (with daily activities)']","['Not sexually active', 'Quite a bit', 'Somewhat']",Neutral/Standard Register,Confused,2,False,False,False
" ""I got this bloody stomach ache and I cant eat a bloody thing, and when I pee it bloody hurts like hell and I got the runs like a bloody motherfucker. I cant do anything, I cant eat, I cant sleep, I cant even give a shit without crying like a baby. I cant take this shit anymore, I want to die.""","['Abdominal pain', 'Decreased appetite', 'Painful urination', 'Diarrhea']","['Interference (with daily activities)', 'Severity', 'Severity', 'Frequency']","['Not at all', 'Mild', 'Not applicable', 'Frequently']",Vulgar Register,Insulting,5,False,False,True
" ""I have been experiencing pain during sexual intercourse for the past year. The pain is usually in the lower abdomen and pelvis, and it's usually severe enough to make me stop having sex. I also have decreased libido, and I don't feel like having sex as often as I used to. I've also been noticing a ringing in my ears for the past few months. It's usually a high-pitched ringing sound, and it's present most of the time. It's not too loud, but it's annoying enough to be distracting at times.""","['Pain with sexual intercourse', 'Decreased libido', 'Ringing in ears']","['Severity', 'Severity', 'Severity']","['Mild', 'None', 'Not applicable']",Neutral/Standard Register,Friendly,5,True,False,False
" ""Oh, my poor bladder, it's been acting up lately, and I'm not just talking about the occasional leak. It's as if my kidneys are trying to escape through my urethra, and I'm left to deal with the aftermath. It's a real pain in the ass, and I'm not just talking about the physical discomfort. It's the constant fear of having an accident that really gets to me. I mean, who wants to be caught with their pants down, literally? It's humiliating, to say the least. And don't even get me started on the itching. It's as if my skin is crawling with ants, and I can't scratch it hard enough. I've tried everything, from oatmeal baths to topical creams, but nothing seems to work. And then there's the coughing. It's as if my lungs are trying to rip themselves out of my chest. Every time I cough, I feel like I'm going to pass out. And the nausea? It's as if my stomach is trying to turn itself inside out. I've tried everything from ginger ale to anti-nausea medication, but nothing seems to work. I'm at my wit's end, and I don't know what to do anymore. I just want to feel better, but it seems like an impossible task.""","['Urinary incontinence', 'Itching', 'Coughing', 'Nausea']","['Interference (with daily activities)', 'Severity', 'Severity', 'Severity']","['A little bit', 'Prefer not to answer', 'Very severe', 'Not sexually active']",Poetic/Literary Register,Insulting,4,False,False,False
" ""I have a constant ringing in my ears, the injection site is very painful and swollen, and I feel constantly bloated.""","['Ringing in ears', 'Pain and swelling at injection site', 'Bloating']","['Severity', 'Presence/Absence', 'Frequency']","['Not applicable', 'Prefer not to answer', 'Never']",Formal Register,Fearful,1,True,False,False
" ""My left breast is swollen and tender, and my nails are turning yellow, but I'm not sexually active, so I don't think it's a sexually transmitted disease, but I'm confused.""","['Breast swelling and tenderness', 'Nail discoloration']","['Severity', 'Presence/Absence']","['Not sexually active', 'Not applicable']",Poetic/Literary Register,Confused,2,False,False,True
" ""My limbs are bloated and my heart is racing, as if a thousand butterflies are fluttering within me, and my skin is a map of acne, a reminder of my mortality.""","['Swelling (arms or legs)', 'Heart palpitations', 'Acne']","['Interference (with daily activities)', 'Severity', 'Severity']","['Not at all', 'Prefer not to answer', 'None']",Poetic/Literary Register,Fearful,1,False,False,False
" ""I got this weird dark spots on my skin and I feel like I gotta pee all the time. And I'm always tired and I feel like I'm gonna pass out. And I'm always cold and I got these headaches all the time. And I feel like I'm always short of breath. And I got this weird heart palpitations. And I feel like I'm always dizzy. And I got this weird chest pains. And I feel like I'm always cold. And I got these weird hand and feet pains.""","['Urinary urgency', 'Skin darkening']","['Frequency', 'Presence/Absence']","['Never', 'No']",Informal Register,Angry,3,True,False,True
